Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure,Cost_Per_Day
M014324,EQ01471,B015,2025-06-09,Emergency,3,86794.83,Team Charlie,No,28931.61
M014325,EQ02965,B010,2026-02-09,Preventive,2,44214.42,Team Delta,No,22107.21
M014326,EQ00106,B019,2026-06-15,Inspection,0,0.0,Team Delta,No,0.0
M014327,EQ00474,B027,2025-06-17,Inspection,4,118876.73,Team Delta,No,29719.1825
M014328,EQ00364,B017,2025-03-05,Corrective,4,110856.8,Team Bravo,No,27714.2
M014329,EQ03571,B010,2026-12-18,Preventive,0,0.0,Team Alpha,No,0.0
M014330,EQ03126,B016,2026-01-14,Preventive,6,273516.74,Team Alpha,No,45586.12333333333
M014331,EQ02275,B027,2025-12-11,Preventive,4,131280.02,Team Charlie,No,32820.005
M014332,EQ03545,B010,2025-04-29,Inspection,6,190452.64,Team Bravo,No,31742.10666666667
M014333,EQ04034,B017,2026-12-13,Inspection,6,237334.18,Team Bravo,No,39555.69666666666
M014334,EQ00517,B026,2025-05-12,Inspection,11,282947.5,Team Alpha,Yes,25722.5
M014335,EQ00371,B003,2026-07-02,Preventive,0,0.0,Team Bravo,No,0.0
M014336,EQ00183,B003,2026-01-05,Preventive,2,67327.71,Team Echo,No,33663.855
M014337,EQ03657,B004,2025-09-06,Emergency,1,20638.46,Team Alpha,No,20638.46
M014338,EQ01121,B027,2025-04-21,Emergency,4,113354.11,Team Bravo,No,28338.5275
M014339,EQ01855,B016,2025-02-01,Corrective,0,0.0,Team Alpha,No,0.0
M014340,EQ00841,B016,2026-12-25,Emergency,16,768672.03,Team Echo,Yes,48042.001875
M014341,EQ03824,B011,2026-10-22,Preventive,2,31964.49,Team Delta,No,15982.245
M014342,EQ01314,B005,2025-08-06,Corrective,3,90713.22,Team Alpha,No,30237.74
M014343,EQ01037,B001,2026-09-30,Inspection,0,0.0,Team Alpha,No,0.0
M014344,EQ00907,B003,2025-06-12,Inspection,4,180107.67,Team Delta,No,45026.9175
M014345,EQ03421,B011,2025-05-23,Corrective,4,175019.91,Team Charlie,No,43754.9775
M014346,EQ00255,B026,2025-06-28,Preventive,9,233945.05,Team Delta,Yes,25993.894444444442
M014347,EQ00215,B005,2025-10-14,Inspection,5,85787.91,Team Alpha,No,17157.582000000002
M014348,EQ01474,B012,2026-09-30,Emergency,3,109857.17,Team Alpha,No,36619.056666666664
M014349,EQ01838,B027,2026-09-07,Preventive,3,88264.7,Team Bravo,No,29421.566666666666
M014350,EQ01855,B021,2025-11-07,Preventive,2,63296.8,Team Alpha,No,31648.4
M014351,EQ04124,B023,2026-05-19,Corrective,2,77322.78,Team Charlie,No,38661.39
M014352,EQ00950,B020,2026-07-18,Preventive,0,0.0,Team Charlie,No,0.0
M014353,EQ00792,B008,2025-10-08,Emergency,16,588065.13,Team Delta,Yes,36754.070625
M014354,EQ01357,B002,2026-03-05,Corrective,4,118409.78,Team Echo,No,29602.445
M014355,EQ00303,B001,2026-03-31,Inspection,4,86437.29,Team Bravo,No,21609.3225
M014356,EQ04286,B015,2026-02-21,Preventive,8,216548.15,Team Charlie,Yes,27068.51875
M014357,EQ04207,B007,2025-06-28,Emergency,8,171659.43,Team Bravo,Yes,21457.42875
M014358,EQ00966,B025,2026-08-06,Emergency,14,251389.28,Team Echo,Yes,17956.37714285714
M014359,EQ02150,B005,2026-06-07,Emergency,3,129969.95,Team Bravo,No,43323.316666666666
M014360,EQ02565,B002,2026-05-24,Emergency,4,173718.4,Team Delta,No,43429.6
M014361,EQ02311,B001,2026-06-20,Corrective,6,293733.9,Team Delta,No,48955.65
M014362,EQ00698,B019,2025-01-08,Inspection,3,121985.97,Team Bravo,No,40661.99
M014363,EQ01879,B005,2025-11-12,Emergency,2,98797.99,Team Delta,No,49398.995
M014364,EQ00981,B012,2026-03-07,Inspection,4,188284.55,Team Delta,No,47071.1375
M014365,EQ02239,B027,2025-11-01,Inspection,2,58300.25,Team Charlie,No,29150.125
M014366,EQ03978,B024,2026-11-12,Preventive,15,682497.37,Team Charlie,Yes,45499.82466666667
M014367,EQ03692,B025,2026-10-03,Emergency,2,82878.54,Team Charlie,No,41439.27
M014368,EQ04517,B008,2026-11-03,Emergency,3,73338.41,Team Bravo,No,24446.13666666667
M014369,EQ04750,B015,2025-02-12,Corrective,3,114715.34,Team Bravo,No,38238.44666666666
M014370,EQ04356,B009,2025-12-19,Emergency,17,298693.51,Team Bravo,Yes,17570.206470588237
M014371,EQ01711,B025,2025-08-14,Emergency,5,222742.62,Team Echo,No,44548.524
M014372,EQ03170,B023,2025-06-19,Corrective,12,439662.72,Team Bravo,Yes,36638.56
M014373,EQ02652,B006,2026-12-31,Preventive,3,146583.76,Team Charlie,No,48861.253333333334
M014374,EQ01819,B016,2025-02-12,Inspection,7,222926.16,Team Delta,No,31846.594285714287
M014375,EQ01952,B003,2025-01-17,Inspection,2,74636.34,Team Delta,No,37318.17
M014376,EQ01374,B001,2026-10-10,Emergency,8,397161.91,Team Bravo,Yes,49645.23875
M014377,EQ02104,B018,2025-12-20,Emergency,9,175996.6,Team Alpha,Yes,19555.17777777778
M014378,EQ00450,B019,2026-08-17,Inspection,7,273379.57,Team Bravo,No,39054.224285714285
M014379,EQ02435,B027,2026-02-11,Preventive,4,134848.25,Team Echo,No,33712.0625
M014380,EQ04797,B009,2025-09-15,Inspection,20,326960.95,Team Bravo,Yes,16348.0475
M014381,EQ03610,B001,2025-10-23,Inspection,6,268965.45,Team Bravo,No,44827.575000000004
M014382,EQ00037,B024,2026-01-20,Emergency,3,138982.41,Team Alpha,No,46327.47
M014383,EQ04499,B022,2025-06-30,Emergency,7,250742.62,Team Charlie,No,35820.374285714286
M014384,EQ04916,B017,2026-02-18,Emergency,7,109309.37,Team Charlie,No,15615.624285714284
M014385,EQ04393,B015,2026-05-27,Preventive,3,116222.09,Team Alpha,No,38740.69666666666
M014386,EQ02626,B005,2026-08-12,Emergency,3,52759.44,Team Charlie,No,17586.48
M014387,EQ00190,B019,2026-03-06,Inspection,10,212828.93,Team Bravo,Yes,21282.893
M014388,EQ02400,B022,2026-09-12,Corrective,11,191314.87,Team Echo,Yes,17392.26090909091
M014389,EQ01064,B020,2026-02-20,Inspection,15,429301.18,Team Delta,Yes,28620.078666666665
M014390,EQ04250,B027,2026-12-18,Preventive,8,396797.46,Team Echo,Yes,49599.6825
M014391,EQ01303,B029,2025-02-24,Emergency,8,203859.3,Team Echo,Yes,25482.4125
M014392,EQ03781,B004,2026-04-08,Corrective,20,584758.2,Team Delta,Yes,29237.909999999996
M014393,EQ04284,B029,2025-12-19,Emergency,6,276051.25,Team Charlie,No,46008.541666666664
M014394,EQ02593,B024,2025-03-04,Preventive,3,141501.8,Team Bravo,No,47167.26666666666
M014395,EQ00429,B019,2025-12-20,Inspection,10,298482.17,Team Charlie,Yes,29848.216999999997
M014396,EQ03493,B005,2026-03-01,Preventive,6,120316.18,Team Delta,No,20052.696666666667
M014397,EQ03113,B028,2026-03-10,Emergency,6,291248.93,Team Bravo,No,48541.488333333335
M014398,EQ01676,B003,2025-11-25,Corrective,10,440402.2,Team Alpha,Yes,44040.22
M014399,EQ03221,B027,2026-07-22,Emergency,15,611281.61,Team Charlie,Yes,40752.10733333333
M014400,EQ04237,B015,2025-10-04,Inspection,9,432297.7,Team Alpha,Yes,48033.07777777778
M014401,EQ00252,B022,2026-07-23,Preventive,16,524525.74,Team Bravo,Yes,32782.85875
M014402,EQ01380,B017,2025-11-09,Preventive,4,169791.2,Team Charlie,No,42447.8
M014403,EQ04008,B012,2025-09-02,Inspection,5,182270.86,Team Alpha,No,36454.172
M014404,EQ00883,B019,2025-06-14,Preventive,2,76197.17,Team Delta,No,38098.585
M014405,EQ00273,B022,2026-03-14,Preventive,16,616024.71,Team Delta,Yes,38501.544375
M014406,EQ04284,B015,2025-01-30,Emergency,2,62335.39,Team Alpha,No,31167.695
M014407,EQ03798,B023,2026-05-29,Preventive,5,249393.82,Team Echo,No,49878.764
M014408,EQ01653,B015,2025-05-08,Inspection,3,105615.09,Team Delta,No,35205.03
M014409,EQ04059,B025,2026-02-24,Inspection,7,322993.14,Team Bravo,No,46141.87714285714
M014410,EQ04947,B025,2026-02-12,Preventive,2,36839.55,Team Echo,No,18419.775
M014411,EQ01159,B012,2026-08-25,Emergency,4,124835.23,Team Charlie,No,31208.8075
M014412,EQ02100,B027,2026-10-02,Emergency,4,164739.74,Team Echo,No,41184.935
M014413,EQ01717,B010,2025-02-25,Inspection,0,0.0,Team Echo,No,0.0
M014414,EQ02407,B015,2026-10-05,Preventive,4,154952.86,Team Delta,No,38738.215
M014415,EQ00975,B006,2026-09-05,Preventive,1,36338.38,Team Charlie,No,36338.38
M014416,EQ00480,B012,2025-09-25,Preventive,6,111435.06,Team Delta,No,18572.51
M014417,EQ03247,B012,2026-06-30,Corrective,13,568177.6,Team Echo,Yes,43705.96923076923
M014418,EQ01703,B012,2026-05-27,Inspection,9,197158.8,Team Echo,Yes,21906.533333333333
M014419,EQ04938,B026,2025-03-12,Corrective,2,39241.59,Team Alpha,No,19620.795
M014420,EQ00446,B006,2026-06-09,Inspection,4,119406.19,Team Echo,No,29851.5475
M014421,EQ02007,B016,2026-06-02,Preventive,9,163168.8,Team Bravo,Yes,18129.866666666665
M014422,EQ02225,B027,2026-10-06,Corrective,11,522193.06,Team Alpha,Yes,47472.09636363637
M014423,EQ00611,B006,2025-03-27,Inspection,1,44105.24,Team Charlie,No,44105.24
M014424,EQ02632,B015,2026-06-21,Inspection,3,110973.85,Team Bravo,No,36991.28333333333
M014425,EQ03534,B014,2026-01-03,Preventive,2,61905.32,Team Alpha,No,30952.66
M014426,EQ02743,B026,2025-01-19,Corrective,11,318527.6,Team Delta,Yes,28957.054545454543
M014427,EQ03609,B009,2026-05-07,Corrective,15,257659.58,Team Delta,Yes,17177.305333333334
M014428,EQ02946,B022,2026-01-28,Inspection,7,348998.07,Team Delta,No,49856.86714285715
M014429,EQ04586,B003,2025-05-19,Preventive,15,733465.2,Team Charlie,Yes,48897.68
M014430,EQ02850,B011,2025-05-07,Preventive,0,0.0,Team Bravo,No,0.0
M014431,EQ02580,B026,2025-02-22,Preventive,3,80456.36,Team Charlie,No,26818.786666666667
M014432,EQ04342,B029,2025-08-12,Emergency,4,103747.05,Team Bravo,No,25936.7625
M014433,EQ03110,B005,2026-11-14,Preventive,16,767812.34,Team Charlie,Yes,47988.27125
M014434,EQ01370,B011,2026-12-22,Inspection,12,215104.45,Team Echo,Yes,17925.370833333334
M014435,EQ04688,B025,2025-04-11,Preventive,2,42897.92,Team Echo,No,21448.96
M014436,EQ01996,B016,2025-01-04,Emergency,5,241779.58,Team Echo,No,48355.916
M014437,EQ04860,B010,2025-07-26,Emergency,7,134387.71,Team Alpha,No,19198.244285714285
M014438,EQ03790,B023,2026-07-31,Preventive,9,436666.95,Team Alpha,Yes,48518.55
M014439,EQ02333,B013,2026-07-07,Emergency,11,237781.84,Team Charlie,Yes,21616.53090909091
M014440,EQ04659,B017,2026-01-26,Emergency,1,26386.32,Team Delta,No,26386.32
M014441,EQ01713,B029,2026-10-25,Emergency,8,342493.82,Team Delta,Yes,42811.7275
M014442,EQ00529,B003,2025-02-15,Preventive,0,0.0,Team Alpha,No,0.0
M014443,EQ00476,B014,2026-12-06,Preventive,1,37122.11,Team Alpha,No,37122.11
M014444,EQ03858,B011,2026-04-11,Preventive,3,57903.73,Team Echo,No,19301.243333333336
M014445,EQ03730,B013,2026-05-28,Inspection,8,128258.74,Team Echo,Yes,16032.3425
M014446,EQ02955,B018,2026-04-11,Corrective,11,224411.49,Team Bravo,Yes,20401.044545454544
M014447,EQ03946,B007,2025-02-20,Preventive,2,88288.32,Team Delta,No,44144.16
M014448,EQ00535,B006,2026-07-29,Emergency,2,70104.27,Team Bravo,No,35052.135
M014449,EQ03882,B003,2025-10-16,Inspection,7,331635.04,Team Echo,No,47376.434285714284
M014450,EQ04865,B011,2025-06-09,Inspection,10,490720.9,Team Alpha,Yes,49072.090000000004
M014451,EQ01034,B014,2025-05-20,Preventive,4,146988.41,Team Echo,No,36747.1025
M014452,EQ00490,B003,2025-08-08,Corrective,2,74658.33,Team Alpha,No,37329.165
M014453,EQ04429,B016,2025-04-06,Inspection,17,566391.27,Team Charlie,Yes,33317.13352941177
M014454,EQ02597,B030,2025-07-11,Corrective,6,269112.63,Team Alpha,No,44852.105
M014455,EQ03187,B027,2025-06-24,Emergency,8,373061.89,Team Charlie,Yes,46632.73625
M014456,EQ01851,B026,2026-09-29,Corrective,0,0.0,Team Bravo,No,0.0
M014457,EQ03092,B026,2025-03-20,Emergency,2,67833.1,Team Delta,No,33916.55
M014458,EQ00341,B029,2025-05-03,Emergency,8,276344.32,Team Charlie,Yes,34543.04
M014459,EQ03773,B025,2025-06-29,Inspection,13,259791.5,Team Bravo,Yes,19983.96153846154
M014460,EQ03598,B028,2026-05-27,Corrective,7,187137.65,Team Alpha,No,26733.95
M014461,EQ01468,B016,2025-05-20,Inspection,5,93067.06,Team Bravo,No,18613.412
M014462,EQ00410,B019,2025-11-03,Emergency,2,64864.61,Team Alpha,No,32432.305
M014463,EQ02490,B011,2025-01-12,Inspection,6,285960.49,Team Alpha,No,47660.081666666665
M014464,EQ01849,B005,2025-08-18,Corrective,3,90415.2,Team Alpha,No,30138.399999999998
M014465,EQ00097,B028,2026-05-08,Inspection,2,33452.7,Team Bravo,No,16726.35
M014466,EQ01441,B009,2025-04-23,Inspection,15,652210.95,Team Alpha,Yes,43480.729999999996
M014467,EQ00980,B010,2025-01-12,Corrective,4,84277.09,Team Echo,No,21069.2725
M014468,EQ01413,B026,2025-09-08,Preventive,8,188628.23,Team Delta,Yes,23578.52875
M014469,EQ02537,B015,2025-01-30,Preventive,6,97579.92,Team Alpha,No,16263.32
M014470,EQ01813,B016,2026-01-14,Preventive,4,166682.41,Team Alpha,No,41670.6025
M014471,EQ02329,B014,2025-10-05,Preventive,6,102867.02,Team Alpha,No,17144.503333333334
M014472,EQ00889,B006,2026-06-06,Inspection,1,22676.32,Team Alpha,No,22676.32
M014473,EQ01398,B027,2025-07-19,Inspection,4,150717.56,Team Charlie,No,37679.39
M014474,EQ00755,B025,2026-04-22,Corrective,9,421296.2,Team Delta,Yes,46810.68888888889
M014475,EQ02623,B013,2025-05-14,Corrective,19,560789.13,Team Alpha,Yes,29515.217368421054
M014476,EQ01139,B020,2025-07-05,Inspection,4,92084.87,Team Delta,No,23021.2175
M014477,EQ01585,B002,2026-10-27,Inspection,2,66247.83,Team Echo,No,33123.915
M014478,EQ00077,B001,2025-04-11,Inspection,9,266353.36,Team Bravo,Yes,29594.817777777775
M014479,EQ01132,B027,2026-12-25,Emergency,1,23887.08,Team Bravo,No,23887.08
M014480,EQ03304,B011,2026-04-16,Inspection,18,470563.3,Team Echo,Yes,26142.405555555553
M014481,EQ00136,B022,2025-04-26,Inspection,5,209176.34,Team Echo,No,41835.268
M014482,EQ03264,B008,2026-08-15,Emergency,11,184042.83,Team Bravo,Yes,16731.166363636363
M014483,EQ04163,B006,2026-03-07,Corrective,13,544780.35,Team Alpha,Yes,41906.18076923077
M014484,EQ00207,B002,2026-08-07,Preventive,2,57926.93,Team Delta,No,28963.465
M014485,EQ00670,B021,2025-01-17,Preventive,3,109240.42,Team Alpha,No,36413.473333333335
M014486,EQ00121,B006,2025-01-05,Preventive,6,174398.52,Team Delta,No,29066.42
M014487,EQ03064,B011,2026-04-23,Preventive,7,247384.98,Team Echo,No,35340.71142857143
M014488,EQ04402,B025,2026-06-01,Inspection,3,130065.5,Team Delta,No,43355.166666666664
M014489,EQ01959,B013,2025-04-01,Corrective,8,363029.28,Team Delta,Yes,45378.66
M014490,EQ04604,B009,2025-04-04,Preventive,9,246930.34,Team Echo,Yes,27436.704444444444
M014491,EQ03711,B026,2025-05-06,Inspection,3,124077.31,Team Bravo,No,41359.10333333333
M014492,EQ01094,B027,2025-05-25,Emergency,2,60581.19,Team Alpha,No,30290.595
M014493,EQ00515,B029,2025-03-20,Corrective,6,160856.17,Team Delta,No,26809.361666666668
M014494,EQ02674,B016,2026-07-17,Emergency,5,232037.58,Team Charlie,No,46407.515999999996
M014495,EQ02625,B029,2025-11-30,Preventive,6,224772.09,Team Bravo,No,37462.015
M014496,EQ03429,B004,2025-05-25,Corrective,1,42430.22,Team Echo,No,42430.22
M014497,EQ04903,B024,2025-08-16,Corrective,7,349879.35,Team Echo,No,49982.764285714286
M014498,EQ04405,B029,2026-08-30,Preventive,5,131988.59,Team Bravo,No,26397.718
M014499,EQ04396,B013,2025-07-17,Preventive,2,40944.55,Team Alpha,No,20472.275
M014500,EQ00946,B022,2025-08-18,Corrective,10,206554.75,Team Echo,Yes,20655.475
M014501,EQ04878,B015,2025-08-12,Preventive,2,85434.86,Team Echo,No,42717.43
M014502,EQ04804,B029,2026-12-26,Emergency,8,223271.4,Team Bravo,Yes,27908.925
M014503,EQ03995,B020,2026-01-15,Emergency,12,489621.02,Team Echo,Yes,40801.75166666667
M014504,EQ02467,B008,2025-09-09,Inspection,4,173725.55,Team Charlie,No,43431.3875
M014505,EQ04863,B016,2025-09-12,Inspection,2,35740.67,Team Alpha,No,17870.335
M014506,EQ01807,B008,2025-03-03,Preventive,4,114414.67,Team Bravo,No,28603.6675
M014507,EQ00437,B030,2025-09-04,Emergency,1,33960.2,Team Echo,No,33960.2
M014508,EQ00819,B023,2026-01-01,Corrective,2,87201.45,Team Echo,No,43600.725
M014509,EQ03522,B027,2026-05-29,Preventive,5,176476.96,Team Bravo,No,35295.392
M014510,EQ01832,B021,2026-01-10,Emergency,3,120727.59,Team Charlie,No,40242.53
M014511,EQ01406,B018,2026-08-14,Inspection,15,695345.85,Team Delta,Yes,46356.39
M014512,EQ01646,B008,2026-11-15,Emergency,16,763296.22,Team Charlie,Yes,47706.01375
M014513,EQ03772,B021,2025-03-28,Preventive,5,174836.63,Team Charlie,No,34967.326
M014514,EQ01555,B025,2026-02-09,Corrective,18,831467.82,Team Charlie,Yes,46192.65666666666
M014515,EQ03056,B004,2026-03-08,Corrective,2,32347.88,Team Alpha,No,16173.94
M014516,EQ02591,B017,2025-04-24,Emergency,13,509789.39,Team Alpha,Yes,39214.56846153846
M014517,EQ00405,B022,2026-02-28,Emergency,20,753421.53,Team Alpha,Yes,37671.0765
M014518,EQ02457,B009,2025-01-20,Corrective,6,172193.6,Team Alpha,No,28698.933333333334
M014519,EQ03516,B023,2026-07-14,Corrective,3,130403.89,Team Bravo,No,43467.96333333333
M014520,EQ04722,B014,2026-11-25,Corrective,3,148520.04,Team Bravo,No,49506.68
M014521,EQ01193,B026,2025-04-26,Preventive,4,126829.08,Team Charlie,No,31707.27
M014522,EQ04678,B025,2025-10-28,Preventive,2,63211.09,Team Bravo,No,31605.545
M014523,EQ04814,B028,2025-07-25,Emergency,8,133543.93,Team Charlie,Yes,16692.99125
M014524,EQ04473,B019,2025-09-21,Inspection,3,62810.24,Team Delta,No,20936.746666666666
M014525,EQ02989,B021,2026-08-12,Corrective,19,702024.03,Team Charlie,Yes,36948.633157894736
M014526,EQ00880,B013,2026-04-19,Emergency,3,121806.06,Team Bravo,No,40602.02
M014527,EQ01241,B015,2025-12-17,Inspection,1,28231.47,Team Echo,No,28231.47
M014528,EQ03262,B025,2026-08-15,Emergency,0,0.0,Team Charlie,No,0.0
M014529,EQ02864,B002,2026-10-20,Inspection,19,773545.1,Team Bravo,Yes,40712.9
M014530,EQ04794,B002,2026-02-03,Preventive,6,109331.42,Team Delta,No,18221.903333333332
M014531,EQ02381,B020,2026-09-15,Preventive,6,154178.19,Team Delta,No,25696.365
M014532,EQ01038,B023,2026-10-29,Preventive,0,0.0,Team Charlie,No,0.0
M014533,EQ03588,B022,2026-05-08,Preventive,2,47406.38,Team Delta,No,23703.19
M014534,EQ01877,B029,2026-06-13,Emergency,12,220151.37,Team Bravo,Yes,18345.9475
M014535,EQ02840,B010,2025-01-25,Preventive,17,532475.8,Team Delta,Yes,31322.105882352946
M014536,EQ02248,B029,2026-01-08,Preventive,6,107215.57,Team Delta,No,17869.26166666667
M014537,EQ01992,B021,2026-12-23,Inspection,3,78601.5,Team Delta,No,26200.5
M014538,EQ03562,B025,2025-10-06,Corrective,4,94263.99,Team Alpha,No,23565.9975
M014539,EQ04895,B007,2026-04-04,Preventive,8,182123.1,Team Charlie,Yes,22765.3875
M014540,EQ04203,B029,2026-06-21,Emergency,6,236889.32,Team Charlie,No,39481.55333333334
M014541,EQ04879,B020,2026-04-22,Preventive,4,110847.18,Team Echo,No,27711.795
M014542,EQ02470,B014,2025-12-30,Corrective,20,665925.48,Team Delta,Yes,33296.274
M014543,EQ00995,B029,2026-05-04,Corrective,3,125257.15,Team Delta,No,41752.38333333333
M014544,EQ01054,B003,2025-05-20,Preventive,6,197961.32,Team Bravo,No,32993.55333333334
M014545,EQ01098,B009,2025-12-21,Preventive,4,107596.67,Team Bravo,No,26899.1675
M014546,EQ03169,B020,2026-03-05,Preventive,16,589979.91,Team Delta,Yes,36873.744375
M014547,EQ03033,B012,2026-03-23,Emergency,8,256131.43,Team Charlie,Yes,32016.42875
M014548,EQ04413,B025,2026-10-30,Corrective,3,82100.48,Team Echo,No,27366.826666666664
M014549,EQ03442,B026,2026-09-29,Emergency,3,129837.8,Team Delta,No,43279.26666666667
M014550,EQ04164,B027,2026-11-29,Preventive,2,42649.98,Team Bravo,No,21324.99
M014551,EQ02915,B006,2025-08-22,Corrective,6,105206.06,Team Bravo,No,17534.343333333334
M014552,EQ02076,B010,2025-10-10,Preventive,12,284976.05,Team Delta,Yes,23748.004166666666
M014553,EQ01776,B022,2025-12-18,Inspection,4,82985.0,Team Alpha,No,20746.25
M014554,EQ02421,B017,2026-05-09,Emergency,8,395895.31,Team Bravo,Yes,49486.91375
M014555,EQ00460,B021,2025-02-07,Preventive,8,390105.62,Team Delta,Yes,48763.2025
M014556,EQ03455,B016,2025-09-17,Emergency,3,110878.74,Team Bravo,No,36959.58
M014557,EQ02087,B003,2025-01-15,Preventive,9,399622.79,Team Echo,Yes,44402.53222222222
M014558,EQ04606,B019,2025-09-20,Preventive,6,288072.04,Team Delta,No,48012.00666666666
M014559,EQ04454,B012,2025-01-27,Inspection,7,215887.38,Team Alpha,No,30841.054285714286
M014560,EQ00450,B009,2025-07-27,Preventive,8,208767.83,Team Delta,Yes,26095.97875
M014561,EQ04524,B012,2026-07-20,Corrective,0,0.0,Team Charlie,No,0.0
M014562,EQ01899,B009,2026-11-18,Preventive,3,132879.99,Team Alpha,No,44293.329999999994
M014563,EQ02606,B017,2026-05-22,Emergency,1,23267.41,Team Delta,No,23267.41
M014564,EQ01432,B023,2025-05-19,Emergency,2,71165.13,Team Alpha,No,35582.565
M014565,EQ02648,B015,2026-08-21,Inspection,4,183637.92,Team Delta,No,45909.48
M014566,EQ04896,B025,2026-03-10,Emergency,17,629487.39,Team Bravo,Yes,37028.67
M014567,EQ04310,B008,2026-06-10,Preventive,17,338888.25,Team Delta,Yes,19934.602941176472
M014568,EQ00363,B004,2026-10-17,Corrective,8,356456.1,Team Bravo,Yes,44557.0125
M014569,EQ03824,B019,2025-01-21,Emergency,7,141772.69,Team Alpha,No,20253.24142857143
M014570,EQ02105,B024,2026-12-22,Corrective,9,163301.17,Team Charlie,Yes,18144.574444444446
M014571,EQ03568,B005,2026-05-21,Preventive,4,103178.03,Team Delta,No,25794.5075
M014572,EQ03286,B013,2026-08-04,Inspection,3,148273.65,Team Echo,No,49424.549999999996
M014573,EQ04009,B003,2025-03-01,Preventive,3,149804.65,Team Bravo,No,49934.88333333333
M014574,EQ02884,B009,2025-10-25,Corrective,7,222721.43,Team Bravo,No,31817.347142857143
M014575,EQ00738,B008,2025-06-19,Emergency,0,0.0,Team Charlie,No,0.0
M014576,EQ04062,B014,2025-06-17,Corrective,0,0.0,Team Bravo,No,0.0
M014577,EQ04295,B006,2025-01-31,Inspection,1,29458.06,Team Charlie,No,29458.06
M014578,EQ04948,B008,2025-01-12,Corrective,2,34012.1,Team Charlie,No,17006.05
M014579,EQ04954,B025,2026-09-16,Corrective,16,595439.23,Team Alpha,Yes,37214.951875
M014580,EQ00211,B027,2026-03-18,Inspection,3,110081.1,Team Bravo,No,36693.700000000004
M014581,EQ02978,B022,2026-05-19,Preventive,5,238527.92,Team Charlie,No,47705.584
M014582,EQ03242,B025,2025-05-11,Inspection,2,47724.75,Team Delta,No,23862.375
M014583,EQ01931,B028,2026-03-29,Preventive,1,27403.76,Team Charlie,No,27403.76
