Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status,Equipment_Age
EQ01143,SUP0204,Missile Launcher,Missile Launcher,L&T Defence,2022,11,Operational,4
EQ01144,SUP0268,Tank,Tank,Mahindra Defence,2018,25,Operational,8
EQ01145,SUP0214,Missile Launcher,Missile Launcher,DRDO,2008,20,Operational,18
EQ01146,SUP0131,Truck,Truck,HAL,2012,17,Maintenance,14
EQ01147,SUP0072,Armored Vehicle,Armored Vehicle,BEL,2011,19,Operational,15
EQ01148,SUP0287,Generator,Generator,L&T Defence,2007,30,Operational,19
EQ01149,SUP0300,Generator,Generator,Ashok Leyland Defence,2006,15,Maintenance,20
EQ01150,SUP0032,Generator,Generator,DRDO,2019,26,Operational,7
EQ01151,SUP0191,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2010,28,Operational,16
EQ01152,SUP0137,Missile Launcher,Missile Launcher,Mahindra Defence,2011,19,Maintenance,15
EQ01153,SUP0085,Tank,Tank,L&T Defence,2022,28,Operational,4
EQ01154,SUP0039,Radar,Radar,Mahindra Defence,2024,23,Operational,2
EQ01155,SUP0067,Missile Launcher,Missile Launcher,Mahindra Defence,2010,25,Maintenance,16
EQ01156,SUP0075,Drone,Drone,L&T Defence,2018,20,Operational,8
EQ01157,SUP0007,Missile Launcher,Missile Launcher,BEL,2014,15,Operational,12
EQ01158,SUP0294,Missile Launcher,Missile Launcher,Bharat Dynamics,2005,13,Operational,21
EQ01159,SUP0223,Missile Launcher,Missile Launcher,BEL,2019,16,Maintenance,7
EQ01160,SUP0002,Truck,Truck,Mahindra Defence,2010,16,Operational,16
EQ01161,SUP0145,Missile Launcher,Missile Launcher,L&T Defence,2008,15,Operational,18
EQ01162,SUP0098,Drone,Drone,Tata Advanced Systems,2012,19,Operational,14
EQ01163,SUP0089,Generator,Generator,Bharat Dynamics,2016,10,Operational,10
EQ01164,SUP0249,Generator,Generator,Ashok Leyland Defence,2006,24,Operational,20
EQ01165,SUP0173,Drone,Drone,Ashok Leyland Defence,2012,10,Operational,14
EQ01166,SUP0069,Tank,Tank,Ashok Leyland Defence,2008,13,Operational,18
EQ01167,SUP0127,Drone,Drone,Tata Advanced Systems,2022,14,Operational,4
EQ01168,SUP0016,Truck,Truck,BEL,2008,20,Out of Service,18
EQ01169,SUP0180,Missile Launcher,Missile Launcher,L&T Defence,2012,16,Operational,14
EQ01170,SUP0021,Drone,Drone,L&T Defence,2009,15,Maintenance,17
EQ01171,SUP0186,Truck,Truck,Bharat Dynamics,2018,24,Operational,8
EQ01172,SUP0122,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2005,15,Maintenance,21
EQ01173,SUP0003,Armored Vehicle,Armored Vehicle,DRDO,2009,26,Operational,17
EQ01174,SUP0274,Communication System,Communication System,Bharat Dynamics,2016,29,Operational,10
EQ01175,SUP0266,Generator,Generator,BEL,2012,13,Operational,14
EQ01176,SUP0186,Drone,Drone,Tata Advanced Systems,2021,22,Operational,5
EQ01177,SUP0206,Tank,Tank,L&T Defence,2020,29,Operational,6
EQ01178,SUP0118,Drone,Drone,Tata Advanced Systems,2017,26,Operational,9
EQ01179,SUP0238,Truck,Truck,Bharat Dynamics,2009,12,Maintenance,17
EQ01180,SUP0152,Radar,Radar,Bharat Dynamics,2014,28,Operational,12
EQ01181,SUP0031,Drone,Drone,BEL,2008,18,Operational,18
EQ01182,SUP0053,Drone,Drone,L&T Defence,2008,20,Operational,18
EQ01183,SUP0221,Tank,Tank,Ashok Leyland Defence,2017,30,Out of Service,9
EQ01184,SUP0039,Missile Launcher,Missile Launcher,L&T Defence,2018,10,Operational,8
EQ01185,SUP0285,Drone,Drone,BEL,2012,13,Operational,14
EQ01186,SUP0128,Drone,Drone,BEL,2023,19,Operational,3
EQ01187,SUP0232,Armored Vehicle,Armored Vehicle,Mahindra Defence,2016,23,Operational,10
EQ01188,SUP0019,Radar,Radar,Ashok Leyland Defence,2008,11,Maintenance,18
EQ01189,SUP0124,Communication System,Communication System,BEL,2009,26,Operational,17
EQ01190,SUP0162,Drone,Drone,Ashok Leyland Defence,2008,25,Operational,18
EQ01191,SUP0198,Tank,Tank,Bharat Dynamics,2011,14,Operational,15
EQ01192,SUP0115,Truck,Truck,L&T Defence,2022,27,Operational,4
EQ01193,SUP0034,Communication System,Communication System,Mahindra Defence,2005,14,Maintenance,21
EQ01194,SUP0130,Generator,Generator,DRDO,2013,30,Operational,13
EQ01195,SUP0048,Tank,Tank,BEL,2024,16,Operational,2
EQ01196,SUP0148,Truck,Truck,Bharat Dynamics,2010,23,Operational,16
EQ01197,SUP0118,Drone,Drone,L&T Defence,2019,12,Maintenance,7
EQ01198,SUP0039,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2010,15,Maintenance,16
EQ01199,SUP0294,Radar,Radar,Tata Advanced Systems,2008,21,Maintenance,18
EQ01200,SUP0103,Truck,Truck,Bharat Dynamics,2017,17,Operational,9
EQ01201,SUP0246,Truck,Truck,BEL,2021,18,Operational,5
EQ01202,SUP0024,Armored Vehicle,Armored Vehicle,BEL,2009,29,Operational,17
EQ01203,SUP0165,Radar,Radar,Ashok Leyland Defence,2014,15,Operational,12
EQ01204,SUP0204,Tank,Tank,L&T Defence,2016,17,Operational,10
EQ01205,SUP0171,Generator,Generator,L&T Defence,2010,24,Operational,16
EQ01206,SUP0274,Radar,Radar,HAL,2010,30,Out of Service,16
EQ01207,SUP0217,Armored Vehicle,Armored Vehicle,L&T Defence,2021,14,Operational,5
EQ01208,SUP0022,Generator,Generator,BEL,2014,11,Operational,12
EQ01209,SUP0005,Armored Vehicle,Armored Vehicle,L&T Defence,2005,26,Operational,21
EQ01210,SUP0189,Generator,Generator,L&T Defence,2023,24,Maintenance,3
EQ01211,SUP0174,Truck,Truck,Tata Advanced Systems,2017,20,Operational,9
EQ01212,SUP0270,Missile Launcher,Missile Launcher,Tata Advanced Systems,2006,28,Operational,20
EQ01213,SUP0290,Truck,Truck,Tata Advanced Systems,2024,14,Operational,2
EQ01214,SUP0245,Drone,Drone,Ashok Leyland Defence,2016,27,Operational,10
EQ01215,SUP0025,Drone,Drone,Tata Advanced Systems,2006,24,Operational,20
EQ01216,SUP0195,Generator,Generator,Mahindra Defence,2009,20,Maintenance,17
EQ01217,SUP0152,Communication System,Communication System,BEL,2006,19,Out of Service,20
EQ01218,SUP0008,Communication System,Communication System,Mahindra Defence,2007,30,Out of Service,19
EQ01219,SUP0008,Armored Vehicle,Armored Vehicle,BEL,2010,19,Maintenance,16
EQ01220,SUP0145,Truck,Truck,L&T Defence,2021,16,Operational,5
EQ01221,SUP0014,Truck,Truck,DRDO,2018,16,Operational,8
EQ01222,SUP0261,Communication System,Communication System,Bharat Dynamics,2017,16,Operational,9
EQ01223,SUP0122,Missile Launcher,Missile Launcher,Mahindra Defence,2025,17,Operational,1
EQ01224,SUP0243,Tank,Tank,DRDO,2015,30,Operational,11
EQ01225,SUP0016,Communication System,Communication System,Mahindra Defence,2005,26,Operational,21
EQ01226,SUP0260,Truck,Truck,HAL,2005,15,Maintenance,21
EQ01227,SUP0023,Communication System,Communication System,BEL,2005,21,Operational,21
EQ01228,SUP0267,Truck,Truck,L&T Defence,2008,11,Maintenance,18
EQ01229,SUP0157,Generator,Generator,Bharat Dynamics,2005,13,Operational,21
EQ01230,SUP0098,Generator,Generator,Tata Advanced Systems,2017,30,Operational,9
EQ01231,SUP0117,Radar,Radar,BEL,2021,13,Out of Service,5
EQ01232,SUP0161,Armored Vehicle,Armored Vehicle,Mahindra Defence,2024,19,Operational,2
EQ01233,SUP0108,Missile Launcher,Missile Launcher,Bharat Dynamics,2007,26,Operational,19
EQ01234,SUP0188,Armored Vehicle,Armored Vehicle,HAL,2025,21,Operational,1
EQ01235,SUP0054,Radar,Radar,BEL,2019,20,Operational,7
EQ01236,SUP0168,Generator,Generator,L&T Defence,2018,10,Operational,8
EQ01237,SUP0246,Tank,Tank,Bharat Dynamics,2011,30,Operational,15
EQ01238,SUP0093,Truck,Truck,BEL,2008,14,Maintenance,18
EQ01239,SUP0106,Armored Vehicle,Armored Vehicle,DRDO,2016,28,Operational,10
EQ01240,SUP0214,Generator,Generator,DRDO,2017,22,Operational,9
EQ01241,SUP0218,Tank,Tank,L&T Defence,2006,20,Maintenance,20
EQ01242,SUP0181,Drone,Drone,Bharat Dynamics,2023,14,Operational,3
EQ01243,SUP0108,Missile Launcher,Missile Launcher,L&T Defence,2009,29,Operational,17
EQ01244,SUP0150,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2017,14,Operational,9
EQ01245,SUP0287,Armored Vehicle,Armored Vehicle,DRDO,2007,28,Maintenance,19
EQ01246,SUP0196,Missile Launcher,Missile Launcher,L&T Defence,2007,21,Operational,19
EQ01247,SUP0045,Radar,Radar,Bharat Dynamics,2014,20,Operational,12
EQ01248,SUP0178,Armored Vehicle,Armored Vehicle,L&T Defence,2025,12,Operational,1
EQ01249,SUP0209,Communication System,Communication System,HAL,2018,26,Operational,8
EQ01250,SUP0009,Generator,Generator,Bharat Dynamics,2024,13,Operational,2
EQ01251,SUP0228,Communication System,Communication System,HAL,2006,25,Maintenance,20
EQ01252,SUP0194,Generator,Generator,Mahindra Defence,2008,11,Operational,18
EQ01253,SUP0147,Radar,Radar,Bharat Dynamics,2008,16,Operational,18
EQ01254,SUP0182,Truck,Truck,HAL,2013,28,Operational,13
EQ01255,SUP0102,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2019,21,Operational,7
EQ01256,SUP0239,Truck,Truck,Tata Advanced Systems,2022,17,Out of Service,4
EQ01257,SUP0075,Communication System,Communication System,HAL,2014,23,Operational,12
EQ01258,SUP0247,Tank,Tank,BEL,2011,28,Operational,15
EQ01259,SUP0076,Armored Vehicle,Armored Vehicle,DRDO,2021,16,Operational,5
EQ01260,SUP0009,Truck,Truck,DRDO,2012,26,Operational,14
EQ01261,SUP0254,Drone,Drone,Bharat Dynamics,2005,22,Out of Service,21
EQ01262,SUP0138,Tank,Tank,Mahindra Defence,2006,25,Operational,20
EQ01263,SUP0149,Radar,Radar,L&T Defence,2017,21,Operational,9
EQ01264,SUP0085,Communication System,Communication System,Tata Advanced Systems,2014,28,Operational,12
EQ01265,SUP0031,Generator,Generator,Mahindra Defence,2012,17,Maintenance,14
EQ01266,SUP0128,Missile Launcher,Missile Launcher,BEL,2007,12,Operational,19
EQ01267,SUP0124,Drone,Drone,BEL,2021,26,Operational,5
EQ01268,SUP0201,Communication System,Communication System,Tata Advanced Systems,2017,10,Maintenance,9
EQ01269,SUP0227,Drone,Drone,BEL,2019,10,Operational,7
EQ01270,SUP0008,Truck,Truck,Bharat Dynamics,2008,16,Maintenance,18
EQ01271,SUP0265,Armored Vehicle,Armored Vehicle,DRDO,2024,29,Out of Service,2
EQ01272,SUP0004,Communication System,Communication System,DRDO,2012,18,Operational,14
EQ01273,SUP0134,Drone,Drone,Bharat Dynamics,2010,10,Maintenance,16
EQ01274,SUP0278,Armored Vehicle,Armored Vehicle,BEL,2023,18,Operational,3
EQ01275,SUP0150,Radar,Radar,HAL,2025,24,Operational,1
EQ01276,SUP0018,Armored Vehicle,Armored Vehicle,BEL,2021,17,Operational,5
EQ01277,SUP0154,Radar,Radar,HAL,2011,15,Maintenance,15
EQ01278,SUP0027,Tank,Tank,HAL,2017,15,Operational,9
EQ01279,SUP0290,Truck,Truck,HAL,2012,26,Operational,14
EQ01280,SUP0141,Generator,Generator,Ashok Leyland Defence,2013,30,Operational,13
EQ01281,SUP0140,Missile Launcher,Missile Launcher,Mahindra Defence,2013,18,Operational,13
EQ01282,SUP0038,Communication System,Communication System,Bharat Dynamics,2016,22,Operational,10
EQ01283,SUP0045,Drone,Drone,L&T Defence,2019,24,Operational,7
EQ01284,SUP0089,Armored Vehicle,Armored Vehicle,BEL,2009,17,Out of Service,17
EQ01285,SUP0294,Generator,Generator,Ashok Leyland Defence,2013,11,Out of Service,13
EQ01286,SUP0224,Missile Launcher,Missile Launcher,BEL,2017,28,Operational,9
EQ01287,SUP0258,Missile Launcher,Missile Launcher,DRDO,2020,15,Operational,6
EQ01288,SUP0123,Armored Vehicle,Armored Vehicle,Mahindra Defence,2017,27,Operational,9
EQ01289,SUP0095,Missile Launcher,Missile Launcher,Mahindra Defence,2023,30,Maintenance,3
EQ01290,SUP0027,Radar,Radar,Ashok Leyland Defence,2011,24,Maintenance,15
EQ01291,SUP0198,Tank,Tank,L&T Defence,2005,19,Maintenance,21
EQ01292,SUP0274,Truck,Truck,BEL,2016,12,Operational,10
EQ01293,SUP0271,Drone,Drone,Tata Advanced Systems,2025,17,Operational,1
EQ01294,SUP0067,Truck,Truck,Ashok Leyland Defence,2021,18,Operational,5
EQ01295,SUP0020,Communication System,Communication System,L&T Defence,2012,17,Operational,14
EQ01296,SUP0136,Missile Launcher,Missile Launcher,L&T Defence,2016,14,Out of Service,10
EQ01297,SUP0133,Communication System,Communication System,DRDO,2015,10,Operational,11
EQ01298,SUP0073,Tank,Tank,Tata Advanced Systems,2024,30,Operational,2
EQ01299,SUP0039,Tank,Tank,HAL,2017,20,Operational,9
EQ01300,SUP0141,Drone,Drone,DRDO,2020,26,Operational,6
EQ01301,SUP0092,Drone,Drone,Bharat Dynamics,2006,10,Maintenance,20
EQ01302,SUP0275,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,15,Operational,10
EQ01303,SUP0070,Missile Launcher,Missile Launcher,Bharat Dynamics,2008,24,Operational,18
EQ01304,SUP0018,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2019,29,Operational,7
EQ01305,SUP0083,Truck,Truck,BEL,2008,16,Maintenance,18
EQ01306,SUP0298,Drone,Drone,DRDO,2011,29,Maintenance,15
EQ01307,SUP0123,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2008,25,Maintenance,18
EQ01308,SUP0257,Radar,Radar,Ashok Leyland Defence,2019,21,Operational,7
EQ01309,SUP0044,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,29,Operational,10
EQ01310,SUP0072,Radar,Radar,HAL,2010,28,Out of Service,16
EQ01311,SUP0138,Armored Vehicle,Armored Vehicle,Mahindra Defence,2007,19,Maintenance,19
EQ01312,SUP0076,Armored Vehicle,Armored Vehicle,L&T Defence,2018,25,Operational,8
EQ01313,SUP0177,Tank,Tank,Tata Advanced Systems,2023,28,Maintenance,3
EQ01314,SUP0293,Truck,Truck,Ashok Leyland Defence,2024,18,Operational,2
EQ01315,SUP0240,Generator,Generator,Bharat Dynamics,2015,25,Operational,11
EQ01316,SUP0252,Generator,Generator,BEL,2024,17,Operational,2
EQ01317,SUP0127,Armored Vehicle,Armored Vehicle,Mahindra Defence,2007,22,Operational,19
EQ01318,SUP0276,Generator,Generator,Ashok Leyland Defence,2005,23,Operational,21
EQ01319,SUP0141,Radar,Radar,BEL,2021,30,Maintenance,5
EQ01320,SUP0201,Tank,Tank,BEL,2009,20,Maintenance,17
EQ01321,SUP0171,Drone,Drone,DRDO,2005,14,Maintenance,21
EQ01322,SUP0044,Radar,Radar,L&T Defence,2012,23,Operational,14
EQ01323,SUP0234,Communication System,Communication System,DRDO,2014,16,Operational,12
EQ01324,SUP0291,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2014,27,Operational,12
EQ01325,SUP0239,Generator,Generator,Bharat Dynamics,2018,27,Out of Service,8
EQ01326,SUP0239,Radar,Radar,Ashok Leyland Defence,2017,12,Operational,9
EQ01327,SUP0291,Drone,Drone,Tata Advanced Systems,2015,22,Operational,11
EQ01328,SUP0274,Communication System,Communication System,Mahindra Defence,2014,20,Operational,12
EQ01329,SUP0115,Missile Launcher,Missile Launcher,DRDO,2024,18,Operational,2
EQ01330,SUP0021,Armored Vehicle,Armored Vehicle,DRDO,2023,22,Operational,3
EQ01331,SUP0021,Generator,Generator,BEL,2006,22,Maintenance,20
EQ01332,SUP0088,Generator,Generator,L&T Defence,2010,28,Operational,16
EQ01333,SUP0241,Missile Launcher,Missile Launcher,DRDO,2013,28,Operational,13
EQ01334,SUP0130,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2025,19,Operational,1
EQ01335,SUP0187,Drone,Drone,DRDO,2021,18,Operational,5
EQ01336,SUP0072,Tank,Tank,L&T Defence,2015,25,Operational,11
EQ01337,SUP0221,Armored Vehicle,Armored Vehicle,BEL,2013,12,Operational,13
EQ01338,SUP0149,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2019,10,Out of Service,7
EQ01339,SUP0063,Tank,Tank,BEL,2008,26,Maintenance,18
EQ01340,SUP0078,Generator,Generator,Bharat Dynamics,2022,16,Operational,4
EQ01341,SUP0009,Truck,Truck,L&T Defence,2018,29,Operational,8
EQ01342,SUP0053,Tank,Tank,Bharat Dynamics,2022,23,Operational,4
EQ01343,SUP0268,Drone,Drone,HAL,2010,20,Maintenance,16
EQ01344,SUP0184,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2018,12,Operational,8
EQ01345,SUP0217,Truck,Truck,Tata Advanced Systems,2025,22,Operational,1
EQ01346,SUP0154,Truck,Truck,BEL,2018,19,Maintenance,8
EQ01347,SUP0164,Radar,Radar,L&T Defence,2006,25,Out of Service,20
EQ01348,SUP0237,Radar,Radar,Ashok Leyland Defence,2017,11,Operational,9
EQ01349,SUP0120,Tank,Tank,DRDO,2016,12,Operational,10
EQ01350,SUP0208,Drone,Drone,HAL,2013,21,Operational,13
EQ01351,SUP0069,Radar,Radar,Tata Advanced Systems,2012,20,Operational,14
EQ01352,SUP0195,Generator,Generator,Bharat Dynamics,2007,30,Out of Service,19
EQ01353,SUP0183,Tank,Tank,Ashok Leyland Defence,2008,16,Operational,18
EQ01354,SUP0076,Generator,Generator,Ashok Leyland Defence,2025,13,Operational,1
EQ01355,SUP0253,Communication System,Communication System,BEL,2013,25,Operational,13
EQ01356,SUP0279,Tank,Tank,DRDO,2023,15,Operational,3
EQ01357,SUP0066,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2020,28,Operational,6
EQ01358,SUP0275,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2011,25,Operational,15
EQ01359,SUP0039,Tank,Tank,BEL,2009,22,Maintenance,17
EQ01360,SUP0144,Drone,Drone,Ashok Leyland Defence,2017,19,Operational,9
EQ01361,SUP0047,Tank,Tank,Ashok Leyland Defence,2006,16,Operational,20
EQ01362,SUP0137,Drone,Drone,Mahindra Defence,2014,12,Operational,12
EQ01363,SUP0276,Missile Launcher,Missile Launcher,Tata Advanced Systems,2010,26,Operational,16
EQ01364,SUP0010,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2016,24,Operational,10
EQ01365,SUP0097,Communication System,Communication System,Mahindra Defence,2006,29,Operational,20
EQ01366,SUP0173,Communication System,Communication System,HAL,2019,30,Operational,7
EQ01367,SUP0062,Drone,Drone,Tata Advanced Systems,2016,22,Operational,10
EQ01368,SUP0136,Drone,Drone,BEL,2023,26,Operational,3
EQ01369,SUP0131,Missile Launcher,Missile Launcher,BEL,2022,28,Operational,4
EQ01370,SUP0172,Radar,Radar,Bharat Dynamics,2014,27,Operational,12
EQ01371,SUP0105,Generator,Generator,Ashok Leyland Defence,2015,18,Operational,11
EQ01372,SUP0118,Missile Launcher,Missile Launcher,L&T Defence,2019,20,Operational,7
EQ01373,SUP0265,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2020,29,Operational,6
EQ01374,SUP0131,Drone,Drone,Ashok Leyland Defence,2025,28,Operational,1
EQ01375,SUP0298,Armored Vehicle,Armored Vehicle,L&T Defence,2023,27,Operational,3
EQ01376,SUP0153,Truck,Truck,Mahindra Defence,2017,28,Operational,9
EQ01377,SUP0207,Radar,Radar,DRDO,2015,26,Operational,11
EQ01378,SUP0185,Radar,Radar,Mahindra Defence,2014,30,Operational,12
EQ01379,SUP0148,Truck,Truck,Tata Advanced Systems,2021,17,Operational,5
EQ01380,SUP0230,Radar,Radar,Tata Advanced Systems,2010,28,Maintenance,16
EQ01381,SUP0238,Missile Launcher,Missile Launcher,Bharat Dynamics,2016,26,Operational,10
EQ01382,SUP0244,Missile Launcher,Missile Launcher,Tata Advanced Systems,2021,26,Maintenance,5
EQ01383,SUP0230,Drone,Drone,DRDO,2011,17,Maintenance,15
EQ01384,SUP0061,Communication System,Communication System,Bharat Dynamics,2008,10,Operational,18
EQ01385,SUP0112,Radar,Radar,Bharat Dynamics,2006,28,Operational,20
EQ01386,SUP0231,Generator,Generator,Ashok Leyland Defence,2006,21,Operational,20
EQ01387,SUP0112,Truck,Truck,BEL,2025,27,Operational,1
EQ01388,SUP0132,Tank,Tank,Ashok Leyland Defence,2019,19,Operational,7
EQ01389,SUP0148,Radar,Radar,Bharat Dynamics,2021,15,Operational,5
EQ01390,SUP0067,Communication System,Communication System,Tata Advanced Systems,2007,13,Out of Service,19
EQ01391,SUP0130,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2009,15,Maintenance,17
EQ01392,SUP0148,Communication System,Communication System,BEL,2010,29,Maintenance,16
EQ01393,SUP0021,Communication System,Communication System,Bharat Dynamics,2010,15,Out of Service,16
EQ01394,SUP0066,Tank,Tank,DRDO,2018,29,Maintenance,8
EQ01395,SUP0109,Radar,Radar,Ashok Leyland Defence,2010,21,Operational,16
EQ01396,SUP0013,Truck,Truck,HAL,2016,18,Operational,10
EQ01397,SUP0155,Tank,Tank,L&T Defence,2020,30,Out of Service,6
EQ01398,SUP0037,Drone,Drone,Tata Advanced Systems,2007,27,Operational,19
EQ01399,SUP0065,Armored Vehicle,Armored Vehicle,L&T Defence,2006,25,Operational,20
EQ01400,SUP0209,Radar,Radar,Ashok Leyland Defence,2018,30,Operational,8
EQ01401,SUP0021,Tank,Tank,Mahindra Defence,2016,11,Operational,10
EQ01402,SUP0280,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2015,29,Operational,11
EQ01403,SUP0216,Armored Vehicle,Armored Vehicle,HAL,2021,25,Operational,5
EQ01404,SUP0139,Generator,Generator,Ashok Leyland Defence,2006,29,Maintenance,20
EQ01405,SUP0112,Generator,Generator,Bharat Dynamics,2019,17,Operational,7
EQ01406,SUP0272,Radar,Radar,HAL,2022,27,Operational,4
EQ01407,SUP0227,Generator,Generator,DRDO,2022,26,Operational,4
EQ01408,SUP0103,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2009,15,Maintenance,17
EQ01409,SUP0058,Radar,Radar,HAL,2023,28,Operational,3
EQ01410,SUP0246,Generator,Generator,Ashok Leyland Defence,2011,13,Operational,15
EQ01411,SUP0040,Truck,Truck,DRDO,2021,22,Operational,5
EQ01412,SUP0158,Missile Launcher,Missile Launcher,Tata Advanced Systems,2024,22,Operational,2
EQ01413,SUP0047,Communication System,Communication System,L&T Defence,2020,17,Operational,6
EQ01414,SUP0177,Radar,Radar,Ashok Leyland Defence,2005,25,Out of Service,21
EQ01415,SUP0116,Truck,Truck,Ashok Leyland Defence,2014,13,Operational,12
EQ01416,SUP0112,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2013,13,Operational,13
EQ01417,SUP0141,Tank,Tank,Tata Advanced Systems,2013,15,Operational,13
EQ01418,SUP0182,Generator,Generator,Mahindra Defence,2013,23,Operational,13
EQ01419,SUP0253,Drone,Drone,L&T Defence,2023,11,Maintenance,3
