Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status,Budget_Per_Person
MIS004553,2026-04-17,B010,North,Surveillance,Critical,Storm,49,137,772044.91,Completed,5635.364306569343
MIS004554,2026-01-17,B007,Central,Training Exercise,Low,Clear,14,59,4897163.22,Completed,83002.76644067797
MIS004555,2025-12-31,B017,East,Training Exercise,Medium,Snow,26,187,4373211.92,Delayed,23386.16
MIS004556,2026-09-21,B020,East,Border Patrol,Low,Clear,19,148,131030.88,Completed,885.3437837837838
MIS004557,2025-10-05,B011,Central,Supply Delivery,Low,Fog,33,65,1443515.68,Completed,22207.933538461537
MIS004558,2025-08-09,B022,Central,Medical Support,High,Clear,35,275,4603708.97,Delayed,16740.75989090909
MIS004559,2026-02-24,B016,West,Border Patrol,Medium,Storm,53,167,2478510.27,Completed,14841.37886227545
MIS004560,2025-03-12,B006,West,Disaster Relief,High,Fog,68,128,4943388.56,Completed,38620.223125
MIS004561,2025-05-01,B009,South,Supply Delivery,Critical,Fog,46,214,4926551.59,Completed,23021.269112149534
MIS004562,2025-05-09,B022,Central,Medical Support,Medium,Snow,21,232,759466.64,Completed,3273.563103448276
MIS004563,2025-04-20,B010,North,Disaster Relief,High,Fog,60,241,636635.12,Completed,2641.6395020746886
MIS004564,2026-07-23,B029,South,Surveillance,Medium,Fog,22,102,3325712.68,Completed,32605.026274509804
MIS004565,2025-04-26,B022,Central,Disaster Relief,High,Rain,50,369,2029637.27,Completed,5500.372005420054
MIS004566,2026-05-19,B024,East,Surveillance,Low,Storm,13,334,1436093.22,Completed,4299.680299401198
MIS004567,2026-02-23,B014,Central,Disaster Relief,Medium,Rain,61,47,2757985.96,Completed,58680.55234042553
MIS004568,2025-10-27,B007,Central,Border Patrol,Critical,Clear,42,296,2490107.44,Completed,8412.525135135134
MIS004569,2026-03-06,B020,East,Training Exercise,Critical,Rain,20,43,251065.99,Completed,5838.7439534883715
MIS004570,2025-10-21,B005,East,Equipment Transport,Critical,Snow,25,221,3135491.5,Completed,14187.744343891403
MIS004571,2026-08-29,B016,West,Surveillance,Medium,Snow,71,39,897687.94,Completed,23017.639487179487
MIS004572,2026-09-03,B018,East,Disaster Relief,High,Rain,52,213,3545094.13,Completed,16643.63441314554
MIS004573,2026-03-18,B027,West,Disaster Relief,High,Fog,12,61,630244.69,Completed,10331.880163934426
MIS004574,2026-11-03,B022,Central,Disaster Relief,Medium,Clear,52,218,3651878.58,Completed,16751.736605504586
MIS004575,2025-11-20,B015,South,Surveillance,High,Clear,65,167,2996146.64,Completed,17940.99784431138
MIS004576,2025-05-12,B012,South,Surveillance,Critical,Storm,62,108,843260.78,Completed,7807.970185185185
MIS004577,2026-10-22,B014,Central,Equipment Transport,High,Snow,16,362,4740455.36,Completed,13095.180552486188
MIS004578,2025-10-19,B008,East,Border Patrol,Medium,Clear,51,249,4301284.99,Completed,17274.236907630522
MIS004579,2025-04-13,B009,South,Surveillance,Medium,Fog,40,346,1829786.36,Completed,5288.399884393064
MIS004580,2026-04-19,B014,Central,Surveillance,High,Storm,40,108,734806.91,Completed,6803.767685185186
MIS004581,2025-03-15,B015,South,Disaster Relief,Low,Rain,70,119,4410952.39,Completed,37066.82680672269
MIS004582,2025-07-06,B002,North,Supply Delivery,Medium,Fog,61,244,3100506.48,Completed,12706.993770491803
MIS004583,2026-07-01,B005,East,Border Patrol,High,Storm,67,116,786376.2,Completed,6779.105172413792
MIS004584,2026-11-08,B023,North,Reconnaissance,Critical,Rain,27,64,1913845.03,Delayed,29903.82859375
MIS004585,2026-05-18,B027,West,Surveillance,Critical,Storm,6,273,4331611.58,Completed,15866.709084249085
MIS004586,2026-02-21,B029,South,Equipment Transport,High,Clear,69,134,2881574.86,Completed,21504.289999999997
MIS004587,2026-06-20,B020,East,Medical Support,High,Rain,25,334,2697310.6,Completed,8075.780239520958
MIS004588,2025-05-03,B008,East,Equipment Transport,Medium,Clear,13,240,822582.45,Completed,3427.4268749999997
MIS004589,2026-05-26,B018,East,Reconnaissance,Low,Rain,26,199,2180435.97,Completed,10956.964673366836
MIS004590,2025-03-16,B024,East,Reconnaissance,High,Storm,18,254,3179083.9,Delayed,12516.078346456692
MIS004591,2026-05-09,B009,South,Equipment Transport,Low,Rain,13,259,586574.51,Completed,2264.7664478764477
MIS004592,2026-04-23,B005,East,Medical Support,Medium,Rain,32,284,4226906.58,Completed,14883.473873239436
MIS004593,2026-01-31,B008,East,Supply Delivery,Medium,Rain,67,283,1222570.66,Completed,4320.037667844523
MIS004594,2026-12-21,B029,South,Reconnaissance,High,Fog,6,181,2554722.89,Completed,14114.491104972376
MIS004595,2026-07-16,B030,East,Border Patrol,High,Snow,44,303,1801088.02,Completed,5944.184884488449
MIS004596,2025-08-04,B030,East,Disaster Relief,Critical,Rain,56,228,505149.88,Completed,2215.569649122807
MIS004597,2025-03-30,B024,East,Disaster Relief,Medium,Snow,14,267,4916367.9,Cancelled,18413.362921348315
MIS004598,2025-06-06,B004,East,Medical Support,Low,Storm,33,92,2857639.83,Completed,31061.3025
MIS004599,2026-04-22,B013,South,Equipment Transport,Critical,Clear,17,244,4661007.78,Completed,19102.490901639347
MIS004600,2025-11-17,B006,West,Border Patrol,Medium,Storm,70,340,4418942.86,Completed,12996.890764705884
MIS004601,2026-07-30,B030,East,Medical Support,Low,Clear,64,363,311219.24,Completed,857.3532782369145
MIS004602,2026-10-10,B006,West,Disaster Relief,Critical,Rain,29,373,1636566.59,Completed,4387.577989276139
MIS004603,2025-01-29,B012,South,Disaster Relief,Critical,Storm,33,35,3526346.99,Completed,100752.77114285715
MIS004604,2025-05-11,B006,West,Reconnaissance,High,Clear,24,153,1297770.51,Completed,8482.160196078432
MIS004605,2026-12-10,B021,South,Training Exercise,Low,Rain,20,245,4597849.01,Completed,18766.730653061222
MIS004606,2026-01-15,B016,West,Surveillance,Medium,Clear,5,188,4322607.56,Completed,22992.593404255316
MIS004607,2025-09-26,B007,Central,Supply Delivery,Low,Fog,6,294,2602821.45,Completed,8853.13418367347
MIS004608,2026-01-11,B011,Central,Disaster Relief,Medium,Rain,39,388,1396330.23,Completed,3598.7892525773195
MIS004609,2025-07-21,B002,North,Equipment Transport,Low,Storm,49,88,2579472.64,Completed,29312.18909090909
MIS004610,2026-10-20,B022,Central,Reconnaissance,Medium,Clear,37,132,899247.39,Completed,6812.4802272727275
MIS004611,2025-03-02,B020,East,Border Patrol,High,Snow,25,132,1582789.35,Completed,11990.82840909091
MIS004612,2025-05-15,B021,South,Medical Support,Medium,Clear,15,51,3835144.91,Completed,75198.91980392157
MIS004613,2026-07-05,B016,West,Border Patrol,High,Storm,36,180,1152236.69,Completed,6401.314944444444
MIS004614,2025-10-11,B012,South,Equipment Transport,Low,Storm,8,355,3262644.2,Cancelled,9190.547042253522
MIS004615,2026-06-12,B013,South,Reconnaissance,High,Snow,36,342,676694.64,Delayed,1978.639298245614
MIS004616,2026-08-26,B014,Central,Disaster Relief,High,Rain,13,37,3208542.26,Completed,86717.35837837837
MIS004617,2026-08-29,B014,Central,Supply Delivery,Medium,Storm,54,280,904217.5,Cancelled,3229.348214285714
MIS004618,2026-11-17,B016,West,Equipment Transport,Medium,Clear,43,278,2588696.31,Completed,9311.857230215828
MIS004619,2026-10-20,B020,East,Border Patrol,High,Clear,67,30,221231.47,Completed,7374.382333333333
MIS004620,2026-11-23,B030,East,Equipment Transport,High,Clear,21,320,1207651.3,Completed,3773.9103125
MIS004621,2026-06-20,B025,West,Medical Support,Critical,Rain,12,133,3757448.22,Completed,28251.49037593985
MIS004622,2025-07-28,B017,East,Equipment Transport,Low,Fog,5,203,4847367.8,Completed,23878.65911330049
MIS004623,2026-07-03,B025,West,Medical Support,Critical,Fog,54,49,1240908.28,Completed,25324.658775510205
MIS004624,2026-04-09,B014,Central,Surveillance,Medium,Clear,64,358,4336124.13,Completed,12112.078575418995
MIS004625,2025-02-22,B026,South,Equipment Transport,Critical,Rain,38,302,756056.54,Completed,2503.498476821192
MIS004626,2025-09-07,B006,West,Supply Delivery,Medium,Rain,33,181,3132276.89,Completed,17305.39718232044
MIS004627,2026-07-12,B021,South,Supply Delivery,Low,Rain,14,177,2903732.65,Completed,16405.269209039547
MIS004628,2026-04-04,B022,Central,Border Patrol,Medium,Snow,72,86,4939866.14,Completed,57440.303953488365
MIS004629,2025-09-17,B024,East,Surveillance,High,Clear,62,136,1854891.87,Completed,13638.91080882353
MIS004630,2025-10-27,B013,South,Training Exercise,High,Clear,31,44,3091951.92,Completed,70271.63454545454
MIS004631,2025-08-31,B021,South,Training Exercise,High,Fog,35,255,2506348.72,Completed,9828.818509803923
MIS004632,2026-09-17,B030,East,Reconnaissance,High,Fog,39,382,279826.1,Completed,732.529057591623
MIS004633,2025-06-03,B016,West,Reconnaissance,High,Storm,7,163,4132189.59,Delayed,25350.8563803681
MIS004634,2026-09-09,B007,Central,Border Patrol,High,Fog,31,255,3880694.75,Completed,15218.410784313726
MIS004635,2026-06-20,B006,West,Surveillance,High,Clear,8,367,1626323.11,Completed,4431.398119891009
MIS004636,2026-02-12,B011,Central,Disaster Relief,Critical,Rain,61,376,4146193.44,Completed,11027.110212765958
MIS004637,2025-01-23,B021,South,Training Exercise,Medium,Fog,43,329,3548859.11,Completed,10786.805805471124
MIS004638,2025-10-12,B023,North,Supply Delivery,Medium,Fog,37,364,4055190.96,Completed,11140.634505494505
MIS004639,2026-01-20,B023,North,Border Patrol,High,Fog,23,349,1431097.53,Completed,4100.565988538682
MIS004640,2026-03-22,B014,Central,Medical Support,Medium,Rain,9,370,3922749.41,Completed,10602.025432432432
MIS004641,2026-06-03,B021,South,Border Patrol,Low,Rain,31,263,1271968.11,Completed,4836.380646387833
MIS004642,2026-10-18,B005,East,Training Exercise,High,Storm,55,37,2961866.99,Completed,80050.45918918919
MIS004643,2025-12-12,B023,North,Supply Delivery,Medium,Fog,62,334,1964321.27,Completed,5881.201407185629
MIS004644,2025-07-12,B012,South,Medical Support,Medium,Storm,4,144,3426317.15,Completed,23793.86909722222
MIS004645,2025-08-19,B006,West,Reconnaissance,Low,Fog,18,71,4096515.89,Completed,57697.40690140845
MIS004646,2025-08-28,B026,South,Reconnaissance,High,Snow,35,311,1107972.0,Completed,3562.610932475884
MIS004647,2026-04-08,B028,West,Reconnaissance,Medium,Storm,64,58,1820604.78,Delayed,31389.7375862069
MIS004648,2025-01-22,B005,East,Border Patrol,High,Clear,38,152,2700475.28,Completed,17766.284736842103
MIS004649,2026-03-31,B014,Central,Surveillance,Low,Rain,15,148,1258754.73,Completed,8505.099527027027
MIS004650,2026-11-05,B026,South,Medical Support,Low,Clear,58,169,2455539.25,Completed,14529.818047337278
MIS004651,2025-04-17,B007,Central,Reconnaissance,Medium,Clear,50,87,149644.77,Completed,1720.0548275862068
MIS004652,2026-03-14,B030,East,Surveillance,High,Storm,11,169,4992199.89,Completed,29539.644319526626
MIS004653,2026-06-08,B020,East,Reconnaissance,Medium,Rain,31,32,2838321.88,Completed,88697.55875
MIS004654,2025-12-06,B019,Central,Medical Support,Low,Clear,14,115,2613382.5,Completed,22725.065217391304
MIS004655,2025-06-10,B024,East,Surveillance,High,Clear,26,359,874541.94,Completed,2436.049972144847
MIS004656,2025-10-07,B018,East,Border Patrol,Low,Fog,38,184,321134.72,Delayed,1745.2973913043477
MIS004657,2025-11-21,B006,West,Disaster Relief,High,Storm,14,155,4360909.49,Delayed,28134.89993548387
MIS004658,2025-07-20,B018,East,Equipment Transport,Medium,Storm,29,52,2530162.91,Completed,48656.97903846154
MIS004659,2026-03-07,B004,East,Equipment Transport,High,Rain,52,123,3621439.55,Completed,29442.597967479673
MIS004660,2025-09-22,B023,North,Disaster Relief,Medium,Snow,61,282,1819225.79,Completed,6451.155283687944
MIS004661,2025-08-05,B029,South,Disaster Relief,Low,Storm,20,231,316313.67,Completed,1369.3232467532466
MIS004662,2025-11-14,B023,North,Medical Support,Low,Fog,13,90,3853332.32,Completed,42814.803555555554
MIS004663,2025-06-26,B012,South,Border Patrol,Medium,Clear,40,131,4898209.56,Completed,37390.91267175572
MIS004664,2025-12-29,B018,East,Training Exercise,Critical,Fog,10,38,2693561.1,Completed,70883.18684210526
MIS004665,2026-07-27,B023,North,Equipment Transport,High,Rain,20,350,2199275.44,Completed,6283.644114285714
MIS004666,2025-12-12,B001,Central,Medical Support,High,Storm,25,301,4042441.56,Completed,13430.038405315614
MIS004667,2026-06-20,B011,Central,Surveillance,High,Clear,70,350,1669033.22,Completed,4768.666342857143
MIS004668,2026-07-23,B030,East,Equipment Transport,Critical,Snow,23,201,972177.1,Cancelled,4836.701990049751
MIS004669,2026-05-20,B005,East,Medical Support,Low,Clear,55,208,4275435.47,Cancelled,20554.978221153844
MIS004670,2025-10-20,B021,South,Reconnaissance,Medium,Rain,17,31,4751580.47,Cancelled,153276.7893548387
MIS004671,2026-01-02,B018,East,Border Patrol,Medium,Fog,15,291,4473953.95,Completed,15374.412199312716
MIS004672,2025-02-27,B026,South,Reconnaissance,Low,Rain,5,77,1497101.83,Completed,19442.88090909091
MIS004673,2026-11-11,B017,East,Border Patrol,High,Fog,42,229,2698966.39,Completed,11785.87943231441
MIS004674,2026-04-04,B026,South,Medical Support,Medium,Storm,32,375,1933236.18,Completed,5155.29648
MIS004675,2026-12-15,B021,South,Medical Support,High,Rain,53,243,624587.72,Cancelled,2570.3198353909465
MIS004676,2026-09-16,B014,Central,Surveillance,High,Storm,18,201,3261395.57,Delayed,16225.848606965174
MIS004677,2026-08-12,B010,North,Disaster Relief,Medium,Rain,62,114,3768667.13,Completed,33058.48359649123
MIS004678,2025-01-18,B015,South,Reconnaissance,Medium,Storm,46,229,3358034.07,Delayed,14663.904235807859
MIS004679,2026-08-19,B006,West,Reconnaissance,High,Snow,15,133,3795659.46,Completed,28538.792932330827
MIS004680,2026-07-03,B027,West,Equipment Transport,Critical,Rain,40,326,3738420.03,Delayed,11467.546104294477
MIS004681,2025-01-02,B026,South,Equipment Transport,Medium,Clear,6,302,1643951.36,Completed,5443.547549668874
MIS004682,2026-12-07,B020,East,Medical Support,Medium,Rain,38,163,4574313.17,Completed,28063.27098159509
MIS004683,2025-08-28,B011,Central,Supply Delivery,Medium,Clear,69,49,3031257.47,Completed,61862.39734693878
MIS004684,2025-12-26,B004,East,Equipment Transport,Medium,Snow,12,220,3747513.06,Delayed,17034.150272727275
MIS004685,2025-03-22,B009,South,Border Patrol,Medium,Storm,66,356,3226946.37,Delayed,9064.456095505619
MIS004686,2026-06-01,B018,East,Reconnaissance,High,Clear,20,148,1243070.14,Completed,8399.122567567567
MIS004687,2025-12-02,B007,Central,Disaster Relief,High,Clear,30,223,1746185.65,Completed,7830.428923766815
MIS004688,2025-07-27,B024,East,Disaster Relief,High,Fog,8,331,3236866.59,Delayed,9779.053141993958
MIS004689,2026-07-22,B001,Central,Reconnaissance,Medium,Snow,53,108,2254755.33,Delayed,20877.364166666666
MIS004690,2026-04-12,B008,East,Reconnaissance,Critical,Storm,22,316,2374090.29,Completed,7512.9439556962025
MIS004691,2025-10-11,B030,East,Border Patrol,Medium,Clear,51,86,1534300.01,Completed,17840.697790697675
MIS004692,2026-04-03,B029,South,Training Exercise,Low,Clear,37,259,2823219.55,Completed,10900.461583011582
MIS004693,2026-06-19,B020,East,Equipment Transport,Medium,Rain,33,356,3066500.71,Cancelled,8613.766039325843
MIS004694,2025-06-21,B005,East,Reconnaissance,Medium,Fog,53,271,617752.94,Completed,2279.531143911439
MIS004695,2025-06-22,B016,West,Supply Delivery,High,Rain,53,321,3477809.54,Completed,10834.297632398753
MIS004696,2026-04-26,B004,East,Supply Delivery,Medium,Clear,42,69,4027481.26,Completed,58369.2936231884
MIS004697,2025-05-05,B004,East,Reconnaissance,Low,Snow,60,324,1908747.31,Completed,5891.195401234568
MIS004698,2025-09-23,B015,South,Surveillance,High,Snow,61,386,4264421.94,Cancelled,11047.725233160623
MIS004699,2025-07-11,B018,East,Border Patrol,High,Fog,32,287,4908783.7,Completed,17103.775958188155
MIS004700,2025-02-20,B016,West,Disaster Relief,High,Storm,43,108,4232823.17,Delayed,39192.807129629626
MIS004701,2025-11-06,B025,West,Supply Delivery,Low,Rain,41,44,3988498.87,Delayed,90647.7015909091
MIS004702,2026-07-16,B022,Central,Reconnaissance,Low,Storm,17,123,176803.36,Delayed,1437.4256910569104
MIS004703,2026-10-29,B029,South,Surveillance,High,Clear,45,93,2111533.96,Delayed,22704.66623655914
MIS004704,2025-09-02,B010,North,Equipment Transport,High,Fog,25,211,1419280.51,Completed,6726.447914691943
MIS004705,2025-09-12,B019,Central,Supply Delivery,High,Clear,17,188,1401636.86,Completed,7455.515212765958
MIS004706,2026-04-30,B013,South,Disaster Relief,Medium,Clear,40,373,2104935.8,Delayed,5643.259517426273
MIS004707,2026-03-30,B022,Central,Reconnaissance,Medium,Clear,28,80,1753280.72,Completed,21916.009
MIS004708,2025-07-13,B029,South,Medical Support,Low,Storm,64,206,4253582.84,Cancelled,20648.460388349515
MIS004709,2026-11-01,B030,East,Disaster Relief,Low,Snow,42,100,1270470.53,Completed,12704.7053
MIS004710,2025-01-20,B001,Central,Equipment Transport,Low,Storm,69,115,3672513.26,Delayed,31934.897913043475
MIS004711,2025-12-20,B014,Central,Training Exercise,Medium,Clear,8,141,2960890.75,Completed,20999.225177304965
MIS004712,2026-03-24,B001,Central,Supply Delivery,High,Rain,72,178,4727342.76,Completed,26558.105393258425
MIS004713,2026-12-12,B016,West,Disaster Relief,Critical,Storm,52,312,2684695.7,Delayed,8604.79391025641
MIS004714,2026-05-21,B009,South,Training Exercise,Medium,Clear,14,45,3942080.84,Completed,87601.79644444444
MIS004715,2025-03-28,B021,South,Reconnaissance,Medium,Clear,56,126,1973622.88,Completed,15663.67365079365
MIS004716,2026-02-12,B019,Central,Reconnaissance,Medium,Rain,15,169,4856872.44,Completed,28738.890177514797
MIS004717,2025-03-01,B020,East,Disaster Relief,Medium,Clear,22,225,2819571.08,Completed,12531.427022222222
MIS004718,2025-01-31,B005,East,Surveillance,High,Snow,41,207,2886662.25,Completed,13945.228260869566
MIS004719,2026-04-19,B017,East,Disaster Relief,High,Fog,38,88,410455.89,Completed,4664.271477272728
MIS004720,2026-08-01,B006,West,Training Exercise,Medium,Rain,26,199,4480389.27,Completed,22514.518944723615
MIS004721,2026-12-03,B025,West,Disaster Relief,Medium,Clear,63,347,3050121.36,Completed,8789.975100864553
MIS004722,2026-11-06,B023,North,Equipment Transport,Medium,Snow,55,215,951226.18,Completed,4424.307813953488
MIS004723,2025-11-01,B016,West,Training Exercise,High,Storm,51,46,4450996.21,Completed,96760.78717391305
MIS004724,2026-10-25,B020,East,Equipment Transport,Critical,Snow,65,328,1897306.12,Completed,5784.469878048781
MIS004725,2025-06-02,B029,South,Surveillance,Medium,Rain,62,200,1172903.03,Completed,5864.51515
MIS004726,2026-09-18,B026,South,Training Exercise,Medium,Clear,30,29,4560801.27,Completed,157269.00931034482
MIS004727,2025-04-06,B007,Central,Disaster Relief,High,Snow,46,65,613971.44,Delayed,9445.71446153846
MIS004728,2025-07-02,B026,South,Supply Delivery,Critical,Snow,68,200,2272710.65,Completed,11363.553249999999
MIS004729,2026-08-11,B022,Central,Border Patrol,Medium,Snow,72,241,2624575.0,Completed,10890.352697095435
MIS004730,2026-02-14,B010,North,Reconnaissance,Medium,Fog,24,22,3134514.36,Completed,142477.92545454545
MIS004731,2025-02-05,B030,East,Disaster Relief,High,Storm,23,38,4088804.97,Delayed,107600.1307894737
