Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure
M002299,EQ00182,B011,2025-04-14,Inspection,15,331493.67,Team Delta,Yes
M002300,EQ01820,B027,2026-09-14,Inspection,5,198722.26,Team Bravo,No
M002301,EQ02042,B025,2025-11-29,Emergency,7,268790.66,Team Echo,No
M002302,EQ03473,B005,2025-07-14,Corrective,3,99149.7,Team Echo,No
M002303,EQ01432,B002,2026-10-25,Corrective,4,70889.2,Team Bravo,No
M002304,EQ00030,B027,2026-04-29,Emergency,8,323491.57,Team Delta,Yes
M002305,EQ02685,B014,2026-07-17,Corrective,3,51529.47,Team Alpha,No
M002306,EQ01361,B020,2026-11-23,Preventive,17,808322.83,Team Bravo,Yes
M002307,EQ03592,B004,2025-10-17,Preventive,7,142936.07,Team Charlie,No
M002308,EQ03956,B029,2025-06-01,Emergency,9,161412.04,Team Charlie,Yes
M002309,EQ03687,B029,2025-01-27,Inspection,16,746578.61,Team Charlie,Yes
M002310,EQ00688,B019,2026-01-31,Emergency,13,335190.8,Team Echo,Yes
M002311,EQ00719,B020,2026-06-29,Corrective,7,199278.93,Team Charlie,No
M002312,EQ02672,B009,2026-12-07,Inspection,8,378716.84,Team Charlie,Yes
M002313,EQ03553,B025,2025-01-10,Emergency,17,456482.3,Team Charlie,Yes
M002314,EQ03142,B002,2026-06-06,Corrective,4,92695.34,Team Echo,No
M002315,EQ01273,B026,2026-12-17,Preventive,3,116587.01,Team Alpha,No
M002316,EQ01564,B020,2026-03-19,Inspection,11,257993.5,Team Bravo,Yes
M002317,EQ02637,B005,2025-05-22,Preventive,2,81484.87,Team Echo,No
M002318,EQ02691,B011,2026-06-04,Preventive,7,220240.24,Team Delta,No
M002319,EQ02276,B008,2026-09-24,Inspection,5,192650.44,Team Echo,No
M002320,EQ03087,B011,2025-03-29,Preventive,9,299860.54,Team Charlie,Yes
M002321,EQ02457,B013,2026-08-09,Preventive,4,172683.36,Team Delta,No
M002322,EQ00801,B002,2026-03-18,Inspection,4,99692.49,Team Charlie,No
M002323,EQ01025,B021,2026-06-28,Inspection,15,338020.86,Team Delta,Yes
M002324,EQ04369,B022,2025-01-26,Inspection,2,68735.6,Team Delta,No
M002325,EQ00854,B029,2025-06-19,Inspection,3,101520.27,Team Echo,No
M002326,EQ02686,B021,2026-12-12,Corrective,4,64172.29,Team Bravo,No
M002327,EQ01639,B028,2026-04-03,Emergency,7,322488.68,Team Echo,No
M002328,EQ02253,B021,2026-07-13,Corrective,5,236748.39,Team Charlie,No
M002329,EQ00229,B030,2025-07-03,Corrective,7,305443.1,Team Bravo,No
M002330,EQ02948,B026,2025-08-30,Emergency,8,398440.29,Team Alpha,Yes
M002331,EQ00642,B019,2025-01-20,Inspection,2,88997.64,Team Alpha,No
M002332,EQ04124,B010,2025-03-23,Corrective,7,179895.4,Team Echo,No
M002333,EQ01690,B003,2025-11-06,Inspection,9,360635.48,Team Echo,Yes
M002334,EQ04835,B023,2025-01-06,Inspection,7,314440.38,Team Bravo,No
M002335,EQ02012,B026,2025-02-25,Emergency,0,0.0,Team Delta,No
M002336,EQ00355,B015,2025-10-04,Emergency,9,147278.6,Team Bravo,Yes
M002337,EQ01340,B010,2026-10-26,Inspection,13,238068.36,Team Bravo,Yes
M002338,EQ04410,B006,2025-06-01,Corrective,19,345787.32,Team Alpha,Yes
M002339,EQ00372,B010,2025-02-22,Inspection,15,282883.86,Team Charlie,Yes
M002340,EQ00609,B021,2025-12-27,Inspection,3,73244.86,Team Delta,No
M002341,EQ00083,B003,2025-10-28,Preventive,8,186895.97,Team Bravo,Yes
M002342,EQ01549,B012,2025-11-07,Inspection,13,373684.47,Team Charlie,Yes
M002343,EQ00152,B028,2025-03-24,Inspection,7,178025.97,Team Bravo,No
M002344,EQ01253,B008,2026-11-17,Preventive,6,148980.72,Team Charlie,No
M002345,EQ00579,B003,2025-12-27,Preventive,9,414677.91,Team Charlie,Yes
M002346,EQ04189,B014,2026-12-14,Emergency,2,34751.83,Team Alpha,No
M002347,EQ04690,B021,2025-12-24,Emergency,4,89659.99,Team Echo,No
M002348,EQ03924,B024,2025-09-10,Preventive,9,240686.85,Team Delta,Yes
M002349,EQ03967,B026,2025-12-07,Preventive,6,110134.87,Team Alpha,No
M002350,EQ00735,B002,2025-06-07,Emergency,2,31766.81,Team Echo,No
M002351,EQ02910,B016,2025-03-28,Preventive,19,756829.88,Team Delta,Yes
M002352,EQ00860,B001,2026-12-21,Preventive,6,296910.35,Team Charlie,No
M002353,EQ01255,B004,2025-07-13,Inspection,8,277199.29,Team Delta,Yes
M002354,EQ03945,B020,2026-06-01,Emergency,13,488014.24,Team Charlie,Yes
M002355,EQ02001,B020,2025-08-30,Inspection,4,99318.92,Team Echo,No
M002356,EQ00049,B024,2026-06-30,Inspection,4,174425.95,Team Bravo,No
M002357,EQ03071,B022,2026-08-24,Preventive,8,285940.04,Team Charlie,Yes
M002358,EQ00181,B006,2025-01-25,Preventive,5,112060.96,Team Alpha,No
M002359,EQ00142,B017,2025-03-31,Corrective,7,291258.5,Team Alpha,No
M002360,EQ04004,B013,2025-08-09,Preventive,6,112768.82,Team Bravo,No
M002361,EQ03358,B001,2025-01-06,Emergency,3,67184.81,Team Bravo,No
M002362,EQ02782,B005,2025-06-04,Emergency,9,184063.85,Team Delta,Yes
M002363,EQ04306,B017,2025-04-14,Emergency,7,277480.13,Team Charlie,No
M002364,EQ02665,B014,2025-07-26,Corrective,1,16668.27,Team Echo,No
M002365,EQ03400,B026,2026-08-02,Emergency,1,29293.34,Team Alpha,No
M002366,EQ04130,B028,2026-11-06,Corrective,2,92768.01,Team Echo,No
M002367,EQ03829,B003,2025-01-09,Corrective,2,67621.75,Team Echo,No
M002368,EQ04257,B024,2026-11-17,Corrective,9,366315.3,Team Charlie,Yes
M002369,EQ02148,B009,2026-06-21,Inspection,13,548284.82,Team Alpha,Yes
M002370,EQ01341,B002,2026-04-05,Inspection,5,194741.03,Team Echo,No
M002371,EQ03179,B021,2025-09-20,Emergency,3,74289.0,Team Charlie,No
M002372,EQ02689,B027,2026-10-05,Corrective,3,110770.76,Team Bravo,No
M002373,EQ01657,B011,2026-04-12,Corrective,1,26997.69,Team Echo,No
M002374,EQ04744,B015,2026-01-08,Emergency,2,44390.37,Team Bravo,No
M002375,EQ01434,B004,2025-10-02,Corrective,9,263136.01,Team Bravo,Yes
M002376,EQ03504,B010,2025-03-31,Corrective,4,61333.58,Team Alpha,No
M002377,EQ00554,B001,2026-08-26,Emergency,2,79822.49,Team Alpha,No
M002378,EQ00397,B019,2026-04-01,Inspection,9,222378.81,Team Alpha,Yes
M002379,EQ00693,B021,2026-04-26,Inspection,4,108906.36,Team Delta,No
M002380,EQ01220,B011,2026-03-19,Preventive,9,364049.05,Team Charlie,Yes
M002381,EQ02825,B009,2026-12-05,Corrective,1,49918.94,Team Bravo,No
M002382,EQ04616,B017,2026-06-16,Preventive,9,419564.65,Team Delta,Yes
M002383,EQ04768,B019,2026-05-02,Corrective,8,254597.82,Team Echo,Yes
M002384,EQ01298,B006,2026-08-26,Preventive,19,526422.69,Team Echo,Yes
M002385,EQ02185,B030,2025-01-28,Corrective,9,353026.88,Team Alpha,Yes
M002386,EQ01881,B010,2026-10-27,Corrective,9,224743.12,Team Delta,Yes
M002387,EQ03031,B023,2025-04-02,Emergency,9,279420.7,Team Echo,Yes
M002388,EQ02348,B021,2026-06-26,Inspection,18,722768.43,Team Charlie,Yes
M002389,EQ04423,B012,2025-05-20,Preventive,18,406451.0,Team Alpha,Yes
M002390,EQ01420,B007,2026-06-24,Inspection,11,419407.32,Team Delta,Yes
M002391,EQ02069,B010,2025-07-17,Corrective,13,354492.14,Team Alpha,Yes
M002392,EQ03640,B029,2026-08-13,Preventive,1,46998.98,Team Echo,No
M002393,EQ04363,B025,2025-05-20,Emergency,3,133091.21,Team Alpha,No
M002394,EQ02268,B006,2026-05-03,Preventive,5,89800.72,Team Bravo,No
M002395,EQ01552,B006,2026-03-20,Preventive,10,181609.41,Team Alpha,Yes
M002396,EQ00189,B029,2026-06-23,Preventive,1,37448.17,Team Charlie,No
M002397,EQ02835,B026,2025-11-29,Emergency,8,272286.83,Team Echo,Yes
M002398,EQ03714,B010,2025-06-10,Preventive,17,790124.18,Team Alpha,Yes
M002399,EQ01850,B004,2025-04-09,Emergency,0,0.0,Team Alpha,No
M002400,EQ01787,B001,2026-11-07,Corrective,0,0.0,Team Echo,No
M002401,EQ03407,B005,2026-07-13,Inspection,1,36009.36,Team Bravo,No
M002402,EQ04277,B014,2026-06-16,Corrective,9,177468.67,Team Delta,Yes
M002403,EQ00276,B028,2026-05-01,Inspection,8,240401.98,Team Bravo,Yes
M002404,EQ04060,B026,2026-06-03,Emergency,0,0.0,Team Bravo,No
M002405,EQ04714,B021,2025-10-28,Preventive,2,33354.08,Team Alpha,No
M002406,EQ03421,B019,2025-07-19,Corrective,3,53627.86,Team Echo,No
M002407,EQ03918,B015,2025-08-12,Preventive,0,0.0,Team Echo,No
M002408,EQ03299,B027,2025-11-17,Inspection,8,253443.16,Team Alpha,Yes
M002409,EQ03129,B022,2026-07-05,Emergency,2,95767.18,Team Bravo,No
M002410,EQ02391,B016,2026-11-10,Preventive,4,88799.92,Team Echo,No
M002411,EQ01299,B027,2026-01-12,Inspection,1,26206.19,Team Alpha,No
M002412,EQ03185,B018,2025-02-23,Inspection,16,601645.39,Team Charlie,Yes
M002413,EQ02486,B029,2026-01-23,Corrective,11,396708.28,Team Delta,Yes
M002414,EQ04130,B003,2026-11-23,Inspection,1,45661.4,Team Delta,No
M002415,EQ01253,B007,2025-04-18,Emergency,3,86108.09,Team Echo,No
M002416,EQ01525,B018,2026-09-12,Corrective,9,208172.83,Team Echo,Yes
M002417,EQ03385,B026,2025-06-19,Inspection,9,296179.37,Team Echo,Yes
M002418,EQ00232,B029,2025-12-05,Inspection,9,193632.04,Team Echo,Yes
M002419,EQ02772,B014,2025-01-19,Preventive,18,382374.9,Team Echo,Yes
M002420,EQ01915,B005,2026-11-03,Corrective,18,347931.13,Team Echo,Yes
M002421,EQ03369,B018,2025-02-09,Preventive,7,212055.81,Team Delta,No
M002422,EQ00187,B002,2025-06-10,Inspection,3,89136.67,Team Alpha,No
M002423,EQ04939,B007,2026-03-13,Corrective,4,191770.29,Team Charlie,No
M002424,EQ02862,B018,2025-01-11,Preventive,6,154967.38,Team Echo,No
M002425,EQ02005,B002,2025-09-21,Inspection,15,671989.46,Team Delta,Yes
M002426,EQ04578,B003,2025-10-14,Corrective,2,61658.88,Team Bravo,No
M002427,EQ03593,B028,2025-01-23,Inspection,20,993457.36,Team Alpha,Yes
M002428,EQ03449,B023,2025-09-23,Emergency,5,137988.34,Team Bravo,No
M002429,EQ01381,B030,2026-04-27,Preventive,0,0.0,Team Charlie,No
M002430,EQ01190,B005,2026-02-12,Inspection,5,146772.77,Team Alpha,No
M002431,EQ01755,B010,2025-03-11,Corrective,3,90843.89,Team Alpha,No
M002432,EQ00270,B011,2025-12-23,Corrective,11,467596.0,Team Charlie,Yes
M002433,EQ01108,B014,2025-11-28,Inspection,9,347326.76,Team Echo,Yes
M002434,EQ01350,B026,2025-10-26,Inspection,4,79901.95,Team Delta,No
M002435,EQ01981,B013,2026-04-14,Corrective,4,74699.11,Team Echo,No
M002436,EQ01264,B004,2026-03-27,Inspection,8,244490.46,Team Delta,Yes
M002437,EQ03057,B010,2026-01-18,Emergency,2,43840.08,Team Delta,No
M002438,EQ02098,B020,2025-12-11,Inspection,2,48608.05,Team Alpha,No
M002439,EQ04027,B018,2025-03-25,Preventive,2,80305.23,Team Echo,No
M002440,EQ02206,B018,2026-09-03,Emergency,1,24815.59,Team Delta,No
M002441,EQ00945,B008,2026-10-22,Emergency,8,185237.96,Team Alpha,Yes
M002442,EQ03414,B030,2025-08-04,Inspection,2,71627.33,Team Bravo,No
M002443,EQ01701,B009,2025-12-14,Corrective,3,45340.14,Team Delta,No
M002444,EQ01475,B026,2026-11-04,Corrective,4,111949.95,Team Delta,No
M002445,EQ01757,B011,2026-10-24,Corrective,1,47381.22,Team Bravo,No
M002446,EQ00221,B026,2025-10-27,Corrective,3,147805.01,Team Echo,No
M002447,EQ02344,B010,2025-07-24,Corrective,3,134501.52,Team Bravo,No
M002448,EQ01654,B024,2025-06-05,Emergency,2,91391.89,Team Charlie,No
M002449,EQ03263,B010,2026-01-03,Emergency,6,171266.1,Team Bravo,No
M002450,EQ04491,B018,2026-11-17,Inspection,3,50296.53,Team Charlie,No
M002451,EQ01947,B002,2026-10-21,Emergency,4,138290.81,Team Charlie,No
M002452,EQ03925,B016,2025-12-15,Corrective,3,111898.78,Team Alpha,No
M002453,EQ04457,B024,2025-08-22,Inspection,6,122773.31,Team Alpha,No
M002454,EQ04789,B013,2025-12-22,Corrective,4,81766.93,Team Bravo,No
M002455,EQ01611,B012,2025-04-25,Corrective,4,190433.53,Team Delta,No
M002456,EQ01670,B012,2025-08-01,Emergency,4,173243.77,Team Delta,No
M002457,EQ04169,B028,2026-05-30,Preventive,7,173261.06,Team Echo,No
M002458,EQ04577,B026,2026-07-04,Corrective,17,661487.01,Team Charlie,Yes
M002459,EQ04464,B005,2025-12-23,Emergency,4,127735.02,Team Charlie,No
M002460,EQ01887,B026,2025-10-05,Inspection,3,66672.43,Team Bravo,No
M002461,EQ01500,B029,2025-10-14,Emergency,8,274345.22,Team Echo,Yes
M002462,EQ02074,B029,2025-05-26,Emergency,2,45070.81,Team Bravo,No
M002463,EQ04650,B014,2025-08-10,Inspection,0,0.0,Team Echo,No
M002464,EQ00542,B025,2025-03-20,Preventive,9,433437.08,Team Bravo,Yes
M002465,EQ00272,B009,2026-10-22,Corrective,9,391314.69,Team Alpha,Yes
M002466,EQ00827,B020,2026-11-11,Corrective,3,81467.55,Team Alpha,No
M002467,EQ00574,B009,2025-12-25,Emergency,4,86962.71,Team Charlie,No
M002468,EQ03538,B017,2026-02-06,Inspection,3,101928.14,Team Charlie,No
M002469,EQ01331,B006,2026-07-10,Inspection,3,131414.41,Team Alpha,No
M002470,EQ01302,B022,2026-10-10,Inspection,4,67792.33,Team Charlie,No
M002471,EQ04122,B025,2025-10-25,Emergency,8,310652.07,Team Delta,Yes
M002472,EQ02007,B027,2025-09-20,Emergency,7,131957.84,Team Bravo,No
M002473,EQ02580,B025,2026-07-06,Emergency,2,77830.33,Team Bravo,No
M002474,EQ00029,B013,2026-05-28,Inspection,11,511340.14,Team Charlie,Yes
M002475,EQ03450,B020,2026-08-13,Preventive,10,467552.51,Team Bravo,Yes
M002476,EQ00117,B013,2025-08-18,Inspection,6,229631.37,Team Bravo,No
M002477,EQ01384,B008,2026-12-22,Corrective,19,866540.17,Team Bravo,Yes
M002478,EQ02731,B014,2026-07-22,Preventive,4,81350.94,Team Bravo,No
M002479,EQ03288,B008,2025-12-12,Emergency,0,0.0,Team Delta,No
M002480,EQ02218,B012,2025-08-24,Emergency,13,217404.57,Team Charlie,Yes
M002481,EQ04902,B003,2025-08-24,Preventive,6,193291.31,Team Echo,No
M002482,EQ00894,B015,2026-05-20,Inspection,13,538302.05,Team Charlie,Yes
M002483,EQ00691,B011,2025-08-08,Preventive,5,182221.12,Team Alpha,No
M002484,EQ04579,B014,2026-04-18,Inspection,7,305670.26,Team Charlie,No
M002485,EQ00784,B024,2026-09-06,Inspection,5,153992.87,Team Bravo,No
M002486,EQ01625,B010,2026-05-25,Preventive,9,187379.67,Team Alpha,Yes
M002487,EQ04835,B022,2026-07-28,Emergency,3,119603.41,Team Charlie,No
M002488,EQ03112,B011,2026-03-29,Corrective,2,53711.4,Team Charlie,No
M002489,EQ02014,B016,2026-11-04,Corrective,20,973737.06,Team Delta,Yes
M002490,EQ00196,B013,2026-08-28,Corrective,1,29367.79,Team Echo,No
M002491,EQ03849,B019,2026-10-13,Inspection,7,274747.53,Team Bravo,No
M002492,EQ02023,B002,2025-07-23,Emergency,3,66763.13,Team Bravo,No
M002493,EQ03268,B005,2026-08-29,Emergency,18,486631.33,Team Bravo,Yes
M002494,EQ00544,B015,2025-10-02,Corrective,3,141630.58,Team Delta,No
M002495,EQ00415,B012,2026-06-06,Corrective,6,238789.47,Team Charlie,No
M002496,EQ00348,B012,2026-05-31,Corrective,11,397664.54,Team Alpha,Yes
M002497,EQ03611,B023,2026-07-13,Preventive,8,305331.62,Team Delta,Yes
M002498,EQ04160,B028,2026-03-14,Preventive,2,98223.1,Team Alpha,No
M002499,EQ03865,B028,2026-09-02,Emergency,16,643860.12,Team Delta,Yes
M002500,EQ03414,B022,2026-11-23,Corrective,0,0.0,Team Alpha,No
M002501,EQ00679,B013,2025-12-24,Preventive,8,168419.14,Team Delta,Yes
M002502,EQ04361,B028,2026-12-18,Emergency,20,373946.34,Team Charlie,Yes
M002503,EQ01102,B027,2025-05-11,Corrective,20,830191.82,Team Echo,Yes
M002504,EQ02007,B021,2025-10-03,Corrective,4,199819.81,Team Charlie,No
M002505,EQ03430,B019,2025-01-22,Corrective,11,369388.64,Team Bravo,Yes
M002506,EQ03602,B014,2026-12-31,Corrective,20,890009.98,Team Delta,Yes
M002507,EQ02739,B025,2025-03-07,Emergency,0,0.0,Team Delta,No
M002508,EQ02926,B025,2026-11-10,Corrective,7,311768.51,Team Echo,No
M002509,EQ01855,B007,2025-10-22,Corrective,2,64752.98,Team Delta,No
M002510,EQ01312,B010,2026-02-22,Corrective,4,102497.56,Team Charlie,No
M002511,EQ00183,B010,2025-04-14,Inspection,2,53665.7,Team Bravo,No
M002512,EQ03607,B006,2026-02-25,Preventive,3,127849.51,Team Bravo,No
M002513,EQ03833,B012,2026-05-03,Emergency,8,341154.31,Team Echo,Yes
M002514,EQ01188,B021,2025-04-05,Emergency,7,239250.27,Team Charlie,No
M002515,EQ03040,B004,2025-08-28,Corrective,19,761681.33,Team Echo,Yes
M002516,EQ04208,B012,2025-11-26,Corrective,2,30530.34,Team Delta,No
M002517,EQ02969,B008,2026-01-25,Emergency,6,245115.72,Team Echo,No
M002518,EQ00085,B005,2025-07-31,Emergency,0,0.0,Team Alpha,No
M002519,EQ04415,B004,2025-04-11,Preventive,4,64143.01,Team Alpha,No
M002520,EQ04699,B005,2026-02-27,Emergency,11,399698.95,Team Bravo,Yes
M002521,EQ04403,B010,2026-11-05,Inspection,4,161382.85,Team Alpha,No
M002522,EQ02145,B023,2026-10-26,Emergency,9,279278.26,Team Charlie,Yes
M002523,EQ03155,B019,2025-09-01,Inspection,9,300289.01,Team Bravo,Yes
M002524,EQ01377,B015,2026-08-14,Corrective,2,84877.65,Team Alpha,No
M002525,EQ03289,B023,2025-04-22,Emergency,7,227797.84,Team Alpha,No
M002526,EQ03214,B013,2026-03-15,Corrective,2,96278.23,Team Delta,No
M002527,EQ03045,B027,2026-10-18,Emergency,11,549452.25,Team Echo,Yes
M002528,EQ01157,B010,2026-03-25,Corrective,11,468049.81,Team Alpha,Yes
M002529,EQ01029,B014,2026-09-14,Corrective,20,624752.72,Team Delta,Yes
M002530,EQ01442,B013,2025-11-05,Corrective,1,34455.44,Team Echo,No
M002531,EQ02885,B022,2026-01-22,Corrective,7,234790.72,Team Echo,No
M002532,EQ01014,B004,2025-03-07,Inspection,2,71368.94,Team Charlie,No
M002533,EQ01192,B014,2025-12-25,Preventive,0,0.0,Team Delta,No
M002534,EQ02737,B022,2026-04-08,Preventive,13,376258.37,Team Alpha,Yes
M002535,EQ04672,B008,2025-11-15,Inspection,9,332100.67,Team Bravo,Yes
M002536,EQ01388,B017,2026-05-18,Preventive,9,375218.02,Team Charlie,Yes
M002537,EQ00288,B024,2026-09-16,Inspection,6,188175.48,Team Delta,No
M002538,EQ01079,B029,2026-09-04,Inspection,8,364842.49,Team Bravo,Yes
M002539,EQ02073,B023,2026-07-06,Emergency,2,88529.98,Team Echo,No
M002540,EQ03423,B012,2026-12-25,Corrective,13,452557.39,Team Bravo,Yes
M002541,EQ03447,B027,2026-02-17,Corrective,2,92859.41,Team Delta,No
M002542,EQ04711,B020,2025-08-17,Corrective,2,96276.01,Team Alpha,No
M002543,EQ03229,B019,2025-11-10,Preventive,4,194107.43,Team Delta,No
M002544,EQ02251,B005,2026-06-07,Preventive,4,64448.03,Team Alpha,No
M002545,EQ02601,B004,2025-04-30,Preventive,4,139959.35,Team Echo,No
M002546,EQ01376,B004,2025-01-08,Inspection,9,181215.61,Team Echo,Yes
M002547,EQ03953,B026,2025-05-08,Preventive,2,64673.72,Team Alpha,No
M002548,EQ00860,B013,2026-10-09,Preventive,7,236839.1,Team Delta,No
M002549,EQ04917,B005,2025-10-02,Corrective,0,0.0,Team Charlie,No
M002550,EQ04269,B006,2026-12-01,Corrective,4,130973.54,Team Echo,No
M002551,EQ04527,B020,2026-05-19,Inspection,3,52129.42,Team Alpha,No
M002552,EQ03194,B010,2026-03-19,Inspection,4,152080.47,Team Bravo,No
M002553,EQ03274,B013,2026-05-15,Corrective,4,169594.9,Team Alpha,No
M002554,EQ03248,B011,2025-04-26,Corrective,4,188961.04,Team Echo,No
M002555,EQ00592,B025,2025-03-14,Corrective,3,132375.6,Team Delta,No
M002556,EQ04568,B008,2025-06-05,Corrective,20,648998.42,Team Alpha,Yes
M002557,EQ03551,B019,2025-06-24,Emergency,7,128677.73,Team Delta,No
M002558,EQ00951,B017,2025-10-25,Preventive,5,225634.41,Team Bravo,No
M002559,EQ03527,B028,2026-07-06,Preventive,1,27937.06,Team Echo,No
M002560,EQ01727,B002,2025-11-12,Preventive,5,162776.86,Team Echo,No
M002561,EQ04919,B015,2026-07-30,Inspection,4,195456.94,Team Bravo,No
M002562,EQ03697,B019,2025-09-28,Corrective,4,92770.47,Team Echo,No
M002563,EQ04124,B026,2026-09-11,Preventive,8,272182.27,Team Echo,Yes
M002564,EQ04300,B012,2025-07-16,Preventive,1,42773.74,Team Alpha,No
M002565,EQ00226,B021,2026-05-28,Emergency,4,145901.84,Team Charlie,No
M002566,EQ00910,B001,2026-10-22,Corrective,6,147602.76,Team Alpha,No
M002567,EQ04669,B002,2025-11-17,Inspection,0,0.0,Team Delta,No
M002568,EQ04267,B025,2025-02-01,Corrective,2,83609.74,Team Charlie,No
M002569,EQ04350,B013,2026-03-12,Corrective,7,326151.3,Team Alpha,No
M002570,EQ04234,B010,2025-05-17,Preventive,8,359795.16,Team Charlie,Yes
M002571,EQ03931,B016,2025-04-11,Emergency,2,90638.5,Team Delta,No
M002572,EQ04569,B025,2026-09-21,Corrective,7,217167.79,Team Delta,No
M002573,EQ03492,B018,2025-02-15,Inspection,0,0.0,Team Charlie,No
M002574,EQ02912,B004,2026-05-30,Inspection,5,89072.04,Team Alpha,No
M002575,EQ00137,B002,2025-08-05,Preventive,6,220681.59,Team Bravo,No
M002576,EQ02961,B020,2026-02-25,Inspection,7,295632.53,Team Alpha,No
M002577,EQ02193,B003,2025-09-21,Preventive,3,80110.43,Team Alpha,No
M002578,EQ02874,B006,2026-07-01,Corrective,5,118784.1,Team Delta,No
M002579,EQ04507,B030,2026-02-25,Emergency,15,683802.69,Team Charlie,Yes
M002580,EQ03779,B018,2026-06-02,Inspection,3,137589.39,Team Alpha,No
M002581,EQ04512,B026,2025-04-13,Emergency,3,142778.44,Team Echo,No
M002582,EQ03656,B015,2026-06-24,Emergency,9,402311.23,Team Bravo,Yes
M002583,EQ00929,B007,2025-02-22,Inspection,1,42440.96,Team Alpha,No
M002584,EQ01311,B025,2025-10-19,Emergency,1,46692.89,Team Delta,No
M002585,EQ02959,B014,2025-10-12,Preventive,7,186633.91,Team Delta,No
M002586,EQ04620,B003,2026-11-18,Preventive,1,34305.43,Team Echo,No
M002587,EQ00927,B023,2025-02-09,Inspection,8,341598.16,Team Bravo,Yes
M002588,EQ03950,B003,2025-04-19,Inspection,1,35587.69,Team Charlie,No
M002589,EQ02898,B001,2025-02-13,Inspection,17,451082.72,Team Echo,Yes
M002590,EQ04988,B029,2025-07-10,Emergency,3,148799.06,Team Delta,No
M002591,EQ01845,B024,2025-05-08,Emergency,6,91165.28,Team Bravo,No
M002592,EQ02916,B017,2025-05-04,Corrective,9,373838.83,Team Alpha,Yes
M002593,EQ01357,B030,2026-10-22,Corrective,3,82915.93,Team Delta,No
M002594,EQ00499,B018,2026-11-09,Inspection,1,37371.55,Team Echo,No
M002595,EQ00577,B004,2025-01-04,Corrective,4,62614.23,Team Delta,No
M002596,EQ03399,B004,2025-03-18,Preventive,1,29501.0,Team Echo,No
M002597,EQ02562,B012,2025-08-27,Inspection,3,135010.89,Team Alpha,No
M002598,EQ02373,B004,2025-04-08,Preventive,1,24226.72,Team Bravo,No
M002599,EQ03815,B027,2026-09-03,Corrective,5,188498.08,Team Delta,No
M002600,EQ03699,B024,2026-02-13,Corrective,10,211672.08,Team Charlie,Yes
M002601,EQ03800,B001,2025-06-24,Preventive,9,284751.25,Team Charlie,Yes
M002602,EQ04089,B005,2026-08-04,Corrective,2,42068.31,Team Delta,No
M002603,EQ03213,B028,2025-07-12,Inspection,1,39475.63,Team Delta,No
M002604,EQ04940,B001,2025-07-16,Corrective,4,117864.77,Team Charlie,No
M002605,EQ00494,B010,2026-10-12,Inspection,4,88672.86,Team Alpha,No
M002606,EQ02985,B017,2025-06-10,Inspection,12,520442.02,Team Echo,Yes
M002607,EQ00775,B028,2025-07-05,Inspection,9,287791.95,Team Echo,Yes
M002608,EQ03528,B027,2025-06-09,Emergency,9,398212.36,Team Echo,Yes
M002609,EQ00399,B026,2026-10-27,Emergency,13,365556.7,Team Bravo,Yes
M002610,EQ04550,B002,2025-01-16,Corrective,4,103556.68,Team Charlie,No
M002611,EQ00993,B002,2025-07-25,Emergency,7,272677.01,Team Bravo,No
M002612,EQ01757,B024,2026-10-01,Inspection,3,85751.2,Team Alpha,No
M002613,EQ01442,B021,2025-09-12,Corrective,3,120922.69,Team Echo,No
M002614,EQ03383,B018,2026-11-01,Corrective,0,0.0,Team Alpha,No
M002615,EQ02455,B007,2025-08-18,Inspection,9,156475.72,Team Delta,Yes
M002616,EQ01371,B002,2026-03-23,Inspection,7,301224.5,Team Bravo,No
