Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status
EQ01043,SUP0016,Truck,Truck,Bharat Dynamics,2024,10,Operational
EQ01044,SUP0004,Drone,Drone,DRDO,2009,14,Operational
EQ01045,SUP0208,Tank,Tank,BEL,2013,14,Operational
EQ01046,SUP0077,Drone,Drone,L&T Defence,2016,16,Maintenance
EQ01047,SUP0257,Communication System,Communication System,BEL,2007,27,Operational
EQ01048,SUP0114,Armored Vehicle,Armored Vehicle,L&T Defence,2013,17,Operational
EQ01049,SUP0083,Communication System,Communication System,HAL,2022,21,Operational
EQ01050,SUP0167,Communication System,Communication System,L&T Defence,2018,21,Maintenance
EQ01051,SUP0056,Radar,Radar,Tata Advanced Systems,2013,26,Operational
EQ01052,SUP0259,Communication System,Communication System,Ashok Leyland Defence,2013,15,Operational
EQ01053,SUP0107,Tank,Tank,DRDO,2018,25,Operational
EQ01054,SUP0164,Missile Launcher,Missile Launcher,DRDO,2022,16,Operational
EQ01055,SUP0250,Armored Vehicle,Armored Vehicle,BEL,2024,18,Operational
EQ01056,SUP0103,Tank,Tank,Tata Advanced Systems,2011,13,Operational
EQ01057,SUP0037,Truck,Truck,DRDO,2022,25,Operational
EQ01058,SUP0192,Drone,Drone,Bharat Dynamics,2011,11,Operational
EQ01059,SUP0050,Generator,Generator,Ashok Leyland Defence,2014,26,Operational
EQ01060,SUP0246,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2006,23,Operational
EQ01061,SUP0111,Communication System,Communication System,Bharat Dynamics,2009,27,Out of Service
EQ01062,SUP0122,Missile Launcher,Missile Launcher,Mahindra Defence,2021,14,Operational
EQ01063,SUP0110,Generator,Generator,Bharat Dynamics,2017,12,Operational
EQ01064,SUP0105,Drone,Drone,L&T Defence,2014,19,Operational
EQ01065,SUP0146,Armored Vehicle,Armored Vehicle,BEL,2006,20,Operational
EQ01066,SUP0014,Missile Launcher,Missile Launcher,DRDO,2015,13,Maintenance
EQ01067,SUP0187,Truck,Truck,L&T Defence,2009,22,Operational
EQ01068,SUP0209,Truck,Truck,HAL,2025,25,Operational
EQ01069,SUP0001,Truck,Truck,Tata Advanced Systems,2015,19,Operational
EQ01070,SUP0057,Radar,Radar,DRDO,2006,24,Operational
EQ01071,SUP0235,Communication System,Communication System,HAL,2007,13,Maintenance
EQ01072,SUP0016,Drone,Drone,Mahindra Defence,2023,28,Operational
EQ01073,SUP0290,Missile Launcher,Missile Launcher,BEL,2025,16,Operational
EQ01074,SUP0070,Truck,Truck,L&T Defence,2025,12,Operational
EQ01075,SUP0133,Communication System,Communication System,Bharat Dynamics,2012,14,Operational
EQ01076,SUP0018,Communication System,Communication System,Tata Advanced Systems,2014,20,Operational
EQ01077,SUP0054,Radar,Radar,HAL,2012,26,Operational
EQ01078,SUP0057,Truck,Truck,Tata Advanced Systems,2017,15,Operational
EQ01079,SUP0279,Drone,Drone,DRDO,2007,19,Maintenance
EQ01080,SUP0096,Drone,Drone,Ashok Leyland Defence,2018,23,Operational
EQ01081,SUP0178,Drone,Drone,Ashok Leyland Defence,2008,22,Out of Service
EQ01082,SUP0008,Armored Vehicle,Armored Vehicle,L&T Defence,2022,23,Operational
EQ01083,SUP0139,Armored Vehicle,Armored Vehicle,HAL,2013,17,Operational
EQ01084,SUP0100,Drone,Drone,BEL,2007,15,Maintenance
EQ01085,SUP0150,Missile Launcher,Missile Launcher,L&T Defence,2021,10,Operational
EQ01086,SUP0055,Generator,Generator,Ashok Leyland Defence,2016,28,Operational
EQ01087,SUP0260,Drone,Drone,HAL,2005,17,Operational
EQ01088,SUP0259,Communication System,Communication System,HAL,2018,28,Operational
EQ01089,SUP0171,Drone,Drone,Bharat Dynamics,2021,27,Operational
EQ01090,SUP0120,Drone,Drone,Ashok Leyland Defence,2025,18,Operational
EQ01091,SUP0290,Truck,Truck,Bharat Dynamics,2013,21,Operational
EQ01092,SUP0042,Missile Launcher,Missile Launcher,L&T Defence,2024,21,Operational
EQ01093,SUP0146,Missile Launcher,Missile Launcher,BEL,2008,13,Out of Service
EQ01094,SUP0193,Missile Launcher,Missile Launcher,DRDO,2025,11,Operational
EQ01095,SUP0279,Truck,Truck,BEL,2015,29,Operational
EQ01096,SUP0120,Radar,Radar,BEL,2005,12,Maintenance
EQ01097,SUP0210,Communication System,Communication System,Mahindra Defence,2013,14,Operational
EQ01098,SUP0209,Tank,Tank,HAL,2011,24,Operational
EQ01099,SUP0037,Drone,Drone,HAL,2021,20,Operational
EQ01100,SUP0040,Radar,Radar,Mahindra Defence,2019,10,Operational
EQ01101,SUP0010,Generator,Generator,Tata Advanced Systems,2011,29,Out of Service
EQ01102,SUP0273,Generator,Generator,Ashok Leyland Defence,2023,11,Operational
EQ01103,SUP0213,Generator,Generator,HAL,2017,27,Operational
EQ01104,SUP0192,Generator,Generator,Ashok Leyland Defence,2016,15,Out of Service
EQ01105,SUP0168,Generator,Generator,BEL,2022,20,Out of Service
EQ01106,SUP0242,Radar,Radar,Bharat Dynamics,2008,28,Operational
EQ01107,SUP0115,Tank,Tank,BEL,2008,18,Operational
EQ01108,SUP0046,Communication System,Communication System,Tata Advanced Systems,2012,27,Operational
EQ01109,SUP0150,Generator,Generator,L&T Defence,2006,26,Operational
EQ01110,SUP0158,Generator,Generator,Tata Advanced Systems,2018,21,Operational
EQ01111,SUP0280,Generator,Generator,Bharat Dynamics,2018,15,Operational
EQ01112,SUP0166,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2008,22,Maintenance
EQ01113,SUP0112,Generator,Generator,Tata Advanced Systems,2024,17,Operational
EQ01114,SUP0172,Drone,Drone,Tata Advanced Systems,2015,16,Operational
EQ01115,SUP0075,Communication System,Communication System,Ashok Leyland Defence,2025,28,Out of Service
EQ01116,SUP0101,Tank,Tank,Bharat Dynamics,2024,23,Operational
EQ01117,SUP0200,Armored Vehicle,Armored Vehicle,DRDO,2007,20,Operational
EQ01118,SUP0170,Armored Vehicle,Armored Vehicle,L&T Defence,2022,17,Operational
EQ01119,SUP0168,Truck,Truck,Bharat Dynamics,2009,23,Operational
EQ01120,SUP0204,Generator,Generator,L&T Defence,2023,18,Operational
EQ01121,SUP0094,Communication System,Communication System,Ashok Leyland Defence,2014,28,Operational
EQ01122,SUP0153,Communication System,Communication System,L&T Defence,2024,11,Out of Service
EQ01123,SUP0285,Missile Launcher,Missile Launcher,HAL,2022,17,Operational
EQ01124,SUP0267,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2018,15,Operational
EQ01125,SUP0025,Truck,Truck,DRDO,2016,17,Operational
EQ01126,SUP0121,Truck,Truck,Bharat Dynamics,2015,26,Operational
EQ01127,SUP0051,Missile Launcher,Missile Launcher,Mahindra Defence,2019,14,Operational
EQ01128,SUP0110,Generator,Generator,DRDO,2008,26,Operational
EQ01129,SUP0254,Armored Vehicle,Armored Vehicle,DRDO,2023,21,Operational
EQ01130,SUP0290,Generator,Generator,HAL,2006,11,Operational
EQ01131,SUP0294,Generator,Generator,DRDO,2011,22,Operational
EQ01132,SUP0228,Communication System,Communication System,Bharat Dynamics,2010,28,Operational
EQ01133,SUP0214,Drone,Drone,Bharat Dynamics,2024,20,Operational
EQ01134,SUP0176,Missile Launcher,Missile Launcher,Tata Advanced Systems,2018,20,Operational
EQ01135,SUP0031,Radar,Radar,HAL,2025,11,Operational
EQ01136,SUP0060,Communication System,Communication System,HAL,2012,28,Operational
EQ01137,SUP0114,Tank,Tank,Tata Advanced Systems,2005,26,Maintenance
EQ01138,SUP0041,Communication System,Communication System,L&T Defence,2023,17,Operational
EQ01139,SUP0238,Truck,Truck,Ashok Leyland Defence,2006,11,Operational
EQ01140,SUP0129,Communication System,Communication System,DRDO,2007,25,Maintenance
EQ01141,SUP0126,Truck,Truck,Bharat Dynamics,2013,25,Operational
EQ01142,SUP0214,Tank,Tank,BEL,2018,25,Operational
EQ01143,SUP0204,Missile Launcher,Missile Launcher,L&T Defence,2022,11,Operational
EQ01144,SUP0268,Tank,Tank,Mahindra Defence,2018,25,Operational
EQ01145,SUP0214,Missile Launcher,Missile Launcher,DRDO,2008,20,Operational
EQ01146,SUP0131,Truck,Truck,HAL,2012,17,Maintenance
EQ01147,SUP0072,Armored Vehicle,Armored Vehicle,BEL,2011,19,Operational
EQ01148,SUP0287,Generator,Generator,L&T Defence,2007,30,Operational
EQ01149,SUP0300,Generator,Generator,Ashok Leyland Defence,2006,15,Maintenance
EQ01150,SUP0032,Generator,Generator,DRDO,2019,26,Operational
EQ01151,SUP0191,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2010,28,Operational
EQ01152,SUP0137,Missile Launcher,Missile Launcher,Mahindra Defence,2011,19,Maintenance
EQ01153,SUP0085,Tank,Tank,L&T Defence,2022,28,Operational
EQ01154,SUP0039,Radar,Radar,Mahindra Defence,2024,23,Operational
EQ01155,SUP0067,Missile Launcher,Missile Launcher,Mahindra Defence,2010,25,Maintenance
EQ01156,SUP0075,Drone,Drone,L&T Defence,2018,20,Operational
EQ01157,SUP0007,Missile Launcher,Missile Launcher,BEL,2014,15,Operational
EQ01158,SUP0294,Missile Launcher,Missile Launcher,Bharat Dynamics,2005,13,Operational
EQ01159,SUP0223,Missile Launcher,Missile Launcher,BEL,2019,16,Maintenance
EQ01160,SUP0002,Truck,Truck,Mahindra Defence,2010,16,Operational
EQ01161,SUP0145,Missile Launcher,Missile Launcher,L&T Defence,2008,15,Operational
EQ01162,SUP0098,Drone,Drone,Tata Advanced Systems,2012,19,Operational
EQ01163,SUP0089,Generator,Generator,Bharat Dynamics,2016,10,Operational
EQ01164,SUP0249,Generator,Generator,Ashok Leyland Defence,2006,24,Operational
EQ01165,SUP0173,Drone,Drone,Ashok Leyland Defence,2012,10,Operational
EQ01166,SUP0069,Tank,Tank,Ashok Leyland Defence,2008,13,Operational
EQ01167,SUP0127,Drone,Drone,Tata Advanced Systems,2022,14,Operational
EQ01168,SUP0016,Truck,Truck,BEL,2008,20,Out of Service
EQ01169,SUP0180,Missile Launcher,Missile Launcher,L&T Defence,2012,16,Operational
EQ01170,SUP0021,Drone,Drone,L&T Defence,2009,15,Maintenance
EQ01171,SUP0186,Truck,Truck,Bharat Dynamics,2018,24,Operational
EQ01172,SUP0122,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2005,15,Maintenance
EQ01173,SUP0003,Armored Vehicle,Armored Vehicle,DRDO,2009,26,Operational
EQ01174,SUP0274,Communication System,Communication System,Bharat Dynamics,2016,29,Operational
EQ01175,SUP0266,Generator,Generator,BEL,2012,13,Operational
EQ01176,SUP0186,Drone,Drone,Tata Advanced Systems,2021,22,Operational
EQ01177,SUP0206,Tank,Tank,L&T Defence,2020,29,Operational
EQ01178,SUP0118,Drone,Drone,Tata Advanced Systems,2017,26,Operational
EQ01179,SUP0238,Truck,Truck,Bharat Dynamics,2009,12,Maintenance
EQ01180,SUP0152,Radar,Radar,Bharat Dynamics,2014,28,Operational
EQ01181,SUP0031,Drone,Drone,BEL,2008,18,Operational
EQ01182,SUP0053,Drone,Drone,L&T Defence,2008,20,Operational
EQ01183,SUP0221,Tank,Tank,Ashok Leyland Defence,2017,30,Out of Service
EQ01184,SUP0039,Missile Launcher,Missile Launcher,L&T Defence,2018,10,Operational
EQ01185,SUP0285,Drone,Drone,BEL,2012,13,Operational
EQ01186,SUP0128,Drone,Drone,BEL,2023,19,Operational
EQ01187,SUP0232,Armored Vehicle,Armored Vehicle,Mahindra Defence,2016,23,Operational
EQ01188,SUP0019,Radar,Radar,Ashok Leyland Defence,2008,11,Maintenance
EQ01189,SUP0124,Communication System,Communication System,BEL,2009,26,Operational
EQ01190,SUP0162,Drone,Drone,Ashok Leyland Defence,2008,25,Operational
EQ01191,SUP0198,Tank,Tank,Bharat Dynamics,2011,14,Operational
EQ01192,SUP0115,Truck,Truck,L&T Defence,2022,27,Operational
EQ01193,SUP0034,Communication System,Communication System,Mahindra Defence,2005,14,Maintenance
EQ01194,SUP0130,Generator,Generator,DRDO,2013,30,Operational
EQ01195,SUP0048,Tank,Tank,BEL,2024,16,Operational
EQ01196,SUP0148,Truck,Truck,Bharat Dynamics,2010,23,Operational
EQ01197,SUP0118,Drone,Drone,L&T Defence,2019,12,Maintenance
EQ01198,SUP0039,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2010,15,Maintenance
EQ01199,SUP0294,Radar,Radar,Tata Advanced Systems,2008,21,Maintenance
EQ01200,SUP0103,Truck,Truck,Bharat Dynamics,2017,17,Operational
EQ01201,SUP0246,Truck,Truck,BEL,2021,18,Operational
EQ01202,SUP0024,Armored Vehicle,Armored Vehicle,BEL,2009,29,Operational
EQ01203,SUP0165,Radar,Radar,Ashok Leyland Defence,2014,15,Operational
EQ01204,SUP0204,Tank,Tank,L&T Defence,2016,17,Operational
EQ01205,SUP0171,Generator,Generator,L&T Defence,2010,24,Operational
EQ01206,SUP0274,Radar,Radar,HAL,2010,30,Out of Service
EQ01207,SUP0217,Armored Vehicle,Armored Vehicle,L&T Defence,2021,14,Operational
EQ01208,SUP0022,Generator,Generator,BEL,2014,11,Operational
EQ01209,SUP0005,Armored Vehicle,Armored Vehicle,L&T Defence,2005,26,Operational
EQ01210,SUP0189,Generator,Generator,L&T Defence,2023,24,Maintenance
EQ01211,SUP0174,Truck,Truck,Tata Advanced Systems,2017,20,Operational
EQ01212,SUP0270,Missile Launcher,Missile Launcher,Tata Advanced Systems,2006,28,Operational
EQ01213,SUP0290,Truck,Truck,Tata Advanced Systems,2024,14,Operational
EQ01214,SUP0245,Drone,Drone,Ashok Leyland Defence,2016,27,Operational
EQ01215,SUP0025,Drone,Drone,Tata Advanced Systems,2006,24,Operational
EQ01216,SUP0195,Generator,Generator,Mahindra Defence,2009,20,Maintenance
EQ01217,SUP0152,Communication System,Communication System,BEL,2006,19,Out of Service
EQ01218,SUP0008,Communication System,Communication System,Mahindra Defence,2007,30,Out of Service
EQ01219,SUP0008,Armored Vehicle,Armored Vehicle,BEL,2010,19,Maintenance
EQ01220,SUP0145,Truck,Truck,L&T Defence,2021,16,Operational
EQ01221,SUP0014,Truck,Truck,DRDO,2018,16,Operational
EQ01222,SUP0261,Communication System,Communication System,Bharat Dynamics,2017,16,Operational
EQ01223,SUP0122,Missile Launcher,Missile Launcher,Mahindra Defence,2025,17,Operational
EQ01224,SUP0243,Tank,Tank,DRDO,2015,30,Operational
EQ01225,SUP0016,Communication System,Communication System,Mahindra Defence,2005,26,Operational
EQ01226,SUP0260,Truck,Truck,HAL,2005,15,Maintenance
EQ01227,SUP0023,Communication System,Communication System,BEL,2005,21,Operational
EQ01228,SUP0267,Truck,Truck,L&T Defence,2008,11,Maintenance
EQ01229,SUP0157,Generator,Generator,Bharat Dynamics,2005,13,Operational
EQ01230,SUP0098,Generator,Generator,Tata Advanced Systems,2017,30,Operational
EQ01231,SUP0117,Radar,Radar,BEL,2021,13,Out of Service
EQ01232,SUP0161,Armored Vehicle,Armored Vehicle,Mahindra Defence,2024,19,Operational
EQ01233,SUP0108,Missile Launcher,Missile Launcher,Bharat Dynamics,2007,26,Operational
EQ01234,SUP0188,Armored Vehicle,Armored Vehicle,HAL,2025,21,Operational
EQ01235,SUP0054,Radar,Radar,BEL,2019,20,Operational
EQ01236,SUP0168,Generator,Generator,L&T Defence,2018,10,Operational
EQ01237,SUP0246,Tank,Tank,Bharat Dynamics,2011,30,Operational
EQ01238,SUP0093,Truck,Truck,BEL,2008,14,Maintenance
EQ01239,SUP0106,Armored Vehicle,Armored Vehicle,DRDO,2016,28,Operational
EQ01240,SUP0214,Generator,Generator,DRDO,2017,22,Operational
EQ01241,SUP0218,Tank,Tank,L&T Defence,2006,20,Maintenance
EQ01242,SUP0181,Drone,Drone,Bharat Dynamics,2023,14,Operational
EQ01243,SUP0108,Missile Launcher,Missile Launcher,L&T Defence,2009,29,Operational
EQ01244,SUP0150,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2017,14,Operational
EQ01245,SUP0287,Armored Vehicle,Armored Vehicle,DRDO,2007,28,Maintenance
EQ01246,SUP0196,Missile Launcher,Missile Launcher,L&T Defence,2007,21,Operational
EQ01247,SUP0045,Radar,Radar,Bharat Dynamics,2014,20,Operational
EQ01248,SUP0178,Armored Vehicle,Armored Vehicle,L&T Defence,2025,12,Operational
EQ01249,SUP0209,Communication System,Communication System,HAL,2018,26,Operational
EQ01250,SUP0009,Generator,Generator,Bharat Dynamics,2024,13,Operational
EQ01251,SUP0228,Communication System,Communication System,HAL,2006,25,Maintenance
EQ01252,SUP0194,Generator,Generator,Mahindra Defence,2008,11,Operational
EQ01253,SUP0147,Radar,Radar,Bharat Dynamics,2008,16,Operational
EQ01254,SUP0182,Truck,Truck,HAL,2013,28,Operational
EQ01255,SUP0102,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2019,21,Operational
EQ01256,SUP0239,Truck,Truck,Tata Advanced Systems,2022,17,Out of Service
EQ01257,SUP0075,Communication System,Communication System,HAL,2014,23,Operational
EQ01258,SUP0247,Tank,Tank,BEL,2011,28,Operational
EQ01259,SUP0076,Armored Vehicle,Armored Vehicle,DRDO,2021,16,Operational
EQ01260,SUP0009,Truck,Truck,DRDO,2012,26,Operational
EQ01261,SUP0254,Drone,Drone,Bharat Dynamics,2005,22,Out of Service
EQ01262,SUP0138,Tank,Tank,Mahindra Defence,2006,25,Operational
EQ01263,SUP0149,Radar,Radar,L&T Defence,2017,21,Operational
EQ01264,SUP0085,Communication System,Communication System,Tata Advanced Systems,2014,28,Operational
EQ01265,SUP0031,Generator,Generator,Mahindra Defence,2012,17,Maintenance
EQ01266,SUP0128,Missile Launcher,Missile Launcher,BEL,2007,12,Operational
EQ01267,SUP0124,Drone,Drone,BEL,2021,26,Operational
EQ01268,SUP0201,Communication System,Communication System,Tata Advanced Systems,2017,10,Maintenance
EQ01269,SUP0227,Drone,Drone,BEL,2019,10,Operational
EQ01270,SUP0008,Truck,Truck,Bharat Dynamics,2008,16,Maintenance
EQ01271,SUP0265,Armored Vehicle,Armored Vehicle,DRDO,2024,29,Out of Service
EQ01272,SUP0004,Communication System,Communication System,DRDO,2012,18,Operational
EQ01273,SUP0134,Drone,Drone,Bharat Dynamics,2010,10,Maintenance
EQ01274,SUP0278,Armored Vehicle,Armored Vehicle,BEL,2023,18,Operational
EQ01275,SUP0150,Radar,Radar,HAL,2025,24,Operational
EQ01276,SUP0018,Armored Vehicle,Armored Vehicle,BEL,2021,17,Operational
EQ01277,SUP0154,Radar,Radar,HAL,2011,15,Maintenance
EQ01278,SUP0027,Tank,Tank,HAL,2017,15,Operational
EQ01279,SUP0290,Truck,Truck,HAL,2012,26,Operational
EQ01280,SUP0141,Generator,Generator,Ashok Leyland Defence,2013,30,Operational
EQ01281,SUP0140,Missile Launcher,Missile Launcher,Mahindra Defence,2013,18,Operational
EQ01282,SUP0038,Communication System,Communication System,Bharat Dynamics,2016,22,Operational
EQ01283,SUP0045,Drone,Drone,L&T Defence,2019,24,Operational
EQ01284,SUP0089,Armored Vehicle,Armored Vehicle,BEL,2009,17,Out of Service
EQ01285,SUP0294,Generator,Generator,Ashok Leyland Defence,2013,11,Out of Service
EQ01286,SUP0224,Missile Launcher,Missile Launcher,BEL,2017,28,Operational
EQ01287,SUP0258,Missile Launcher,Missile Launcher,DRDO,2020,15,Operational
EQ01288,SUP0123,Armored Vehicle,Armored Vehicle,Mahindra Defence,2017,27,Operational
EQ01289,SUP0095,Missile Launcher,Missile Launcher,Mahindra Defence,2023,30,Maintenance
EQ01290,SUP0027,Radar,Radar,Ashok Leyland Defence,2011,24,Maintenance
EQ01291,SUP0198,Tank,Tank,L&T Defence,2005,19,Maintenance
EQ01292,SUP0274,Truck,Truck,BEL,2016,12,Operational
EQ01293,SUP0271,Drone,Drone,Tata Advanced Systems,2025,17,Operational
EQ01294,SUP0067,Truck,Truck,Ashok Leyland Defence,2021,18,Operational
EQ01295,SUP0020,Communication System,Communication System,L&T Defence,2012,17,Operational
EQ01296,SUP0136,Missile Launcher,Missile Launcher,L&T Defence,2016,14,Out of Service
EQ01297,SUP0133,Communication System,Communication System,DRDO,2015,10,Operational
EQ01298,SUP0073,Tank,Tank,Tata Advanced Systems,2024,30,Operational
EQ01299,SUP0039,Tank,Tank,HAL,2017,20,Operational
EQ01300,SUP0141,Drone,Drone,DRDO,2020,26,Operational
EQ01301,SUP0092,Drone,Drone,Bharat Dynamics,2006,10,Maintenance
EQ01302,SUP0275,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,15,Operational
EQ01303,SUP0070,Missile Launcher,Missile Launcher,Bharat Dynamics,2008,24,Operational
EQ01304,SUP0018,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2019,29,Operational
EQ01305,SUP0083,Truck,Truck,BEL,2008,16,Maintenance
EQ01306,SUP0298,Drone,Drone,DRDO,2011,29,Maintenance
EQ01307,SUP0123,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2008,25,Maintenance
EQ01308,SUP0257,Radar,Radar,Ashok Leyland Defence,2019,21,Operational
EQ01309,SUP0044,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,29,Operational
EQ01310,SUP0072,Radar,Radar,HAL,2010,28,Out of Service
EQ01311,SUP0138,Armored Vehicle,Armored Vehicle,Mahindra Defence,2007,19,Maintenance
EQ01312,SUP0076,Armored Vehicle,Armored Vehicle,L&T Defence,2018,25,Operational
EQ01313,SUP0177,Tank,Tank,Tata Advanced Systems,2023,28,Maintenance
EQ01314,SUP0293,Truck,Truck,Ashok Leyland Defence,2024,18,Operational
EQ01315,SUP0240,Generator,Generator,Bharat Dynamics,2015,25,Operational
EQ01316,SUP0252,Generator,Generator,BEL,2024,17,Operational
EQ01317,SUP0127,Armored Vehicle,Armored Vehicle,Mahindra Defence,2007,22,Operational
EQ01318,SUP0276,Generator,Generator,Ashok Leyland Defence,2005,23,Operational
EQ01319,SUP0141,Radar,Radar,BEL,2021,30,Maintenance
EQ01320,SUP0201,Tank,Tank,BEL,2009,20,Maintenance
EQ01321,SUP0171,Drone,Drone,DRDO,2005,14,Maintenance
EQ01322,SUP0044,Radar,Radar,L&T Defence,2012,23,Operational
EQ01323,SUP0234,Communication System,Communication System,DRDO,2014,16,Operational
EQ01324,SUP0291,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2014,27,Operational
EQ01325,SUP0239,Generator,Generator,Bharat Dynamics,2018,27,Out of Service
EQ01326,SUP0239,Radar,Radar,Ashok Leyland Defence,2017,12,Operational
EQ01327,SUP0291,Drone,Drone,Tata Advanced Systems,2015,22,Operational
EQ01328,SUP0274,Communication System,Communication System,Mahindra Defence,2014,20,Operational
