Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status
MIS004931,2025-05-04,B026,South,Border Patrol,Low,Storm,49,183,4024782.76,Cancelled
MIS004932,2025-06-12,B016,West,Training Exercise,Low,Storm,49,92,4387880.37,Completed
MIS004933,2025-12-15,B019,Central,Surveillance,Low,Storm,24,287,3972475.5,Completed
MIS004934,2025-11-23,B003,East,Surveillance,Medium,Clear,54,122,291776.11,Completed
MIS004935,2025-06-10,B015,South,Surveillance,Medium,Snow,42,121,2963026.21,Delayed
MIS004936,2025-08-09,B014,Central,Training Exercise,Critical,Snow,43,391,3327739.7,Completed
MIS004937,2025-02-17,B021,South,Surveillance,High,Storm,20,386,4171985.11,Delayed
MIS004938,2025-11-27,B016,West,Disaster Relief,Medium,Storm,69,230,3863004.24,Cancelled
MIS004939,2026-06-13,B030,East,Surveillance,Medium,Fog,24,60,2553094.18,Completed
MIS004940,2025-03-22,B023,North,Equipment Transport,Critical,Snow,71,238,2899729.43,Completed
MIS004941,2026-08-18,B018,East,Equipment Transport,Medium,Fog,6,163,641103.76,Completed
MIS004942,2025-04-23,B023,North,Medical Support,High,Snow,56,102,1547439.19,Completed
MIS004943,2025-06-17,B006,West,Border Patrol,Medium,Snow,57,335,280014.8,Cancelled
MIS004944,2025-06-14,B015,South,Disaster Relief,High,Snow,41,39,2353667.83,Completed
MIS004945,2025-07-05,B001,Central,Reconnaissance,Critical,Storm,58,36,3542060.07,Completed
MIS004946,2026-05-13,B021,South,Supply Delivery,Low,Snow,10,272,3483619.64,Completed
MIS004947,2025-01-06,B007,Central,Surveillance,High,Fog,10,298,3362664.01,Delayed
MIS004948,2025-02-10,B015,South,Disaster Relief,Medium,Rain,53,113,4731847.38,Completed
MIS004949,2025-10-08,B004,East,Disaster Relief,Medium,Storm,7,200,3102431.48,Completed
MIS004950,2026-11-14,B015,South,Reconnaissance,Critical,Clear,18,373,4217481.59,Completed
MIS004951,2026-12-14,B030,East,Training Exercise,High,Storm,27,235,4535193.63,Completed
MIS004952,2026-11-06,B016,West,Reconnaissance,Medium,Clear,13,300,1239660.28,Completed
MIS004953,2025-05-19,B013,South,Supply Delivery,Critical,Fog,66,187,4589543.92,Completed
MIS004954,2025-04-17,B013,South,Medical Support,High,Clear,39,81,3604215.9,Completed
MIS004955,2025-12-02,B009,South,Border Patrol,Low,Rain,50,208,3909194.01,Completed
MIS004956,2025-12-31,B018,East,Reconnaissance,High,Clear,36,204,1109202.57,Cancelled
MIS004957,2025-07-31,B016,West,Border Patrol,Medium,Rain,54,233,2785511.28,Completed
MIS004958,2025-05-11,B009,South,Surveillance,High,Storm,16,332,1160838.35,Delayed
MIS004959,2025-12-05,B027,West,Supply Delivery,Critical,Rain,31,249,3784251.41,Completed
MIS004960,2026-06-15,B017,East,Medical Support,Low,Fog,8,80,697738.99,Completed
MIS004961,2026-07-04,B005,East,Surveillance,High,Storm,14,136,2851912.44,Completed
MIS004962,2025-01-10,B001,Central,Surveillance,Low,Snow,12,171,4677635.33,Completed
MIS004963,2026-03-30,B024,East,Training Exercise,Critical,Clear,35,274,4713535.21,Completed
MIS004964,2025-04-26,B008,East,Equipment Transport,Critical,Rain,16,286,1171707.98,Completed
MIS004965,2025-11-16,B005,East,Equipment Transport,Medium,Clear,64,119,2360018.43,Completed
MIS004966,2026-08-01,B009,South,Surveillance,Critical,Fog,60,355,1054792.25,Completed
MIS004967,2026-04-17,B004,East,Training Exercise,High,Rain,39,211,3143987.56,Completed
MIS004968,2025-12-03,B025,West,Medical Support,High,Rain,40,22,705517.33,Completed
MIS004969,2025-09-10,B025,West,Reconnaissance,High,Clear,14,372,1199206.92,Completed
MIS004970,2025-03-22,B022,Central,Surveillance,High,Rain,51,282,3155859.78,Delayed
MIS004971,2025-03-15,B030,East,Surveillance,Low,Storm,43,373,3082092.8,Cancelled
MIS004972,2026-08-02,B001,Central,Supply Delivery,High,Rain,42,140,1347100.52,Completed
MIS004973,2025-04-16,B013,South,Medical Support,Medium,Rain,25,220,3032085.98,Completed
MIS004974,2026-03-09,B006,West,Training Exercise,High,Rain,37,189,3177198.77,Completed
MIS004975,2026-12-10,B025,West,Training Exercise,Critical,Fog,13,249,1120589.36,Completed
MIS004976,2026-10-31,B029,South,Medical Support,High,Fog,22,133,2324263.0,Completed
MIS004977,2026-06-15,B013,South,Surveillance,Critical,Clear,50,177,1996800.49,Completed
MIS004978,2025-09-13,B003,East,Reconnaissance,Medium,Fog,13,204,4100243.71,Completed
MIS004979,2026-10-23,B006,West,Reconnaissance,Medium,Snow,25,194,4170658.94,Completed
MIS004980,2025-09-26,B017,East,Supply Delivery,High,Rain,46,76,3547032.48,Completed
MIS004981,2025-07-24,B027,West,Border Patrol,High,Fog,31,300,2575301.57,Completed
MIS004982,2026-04-17,B026,South,Supply Delivery,Medium,Fog,50,253,1618391.77,Completed
MIS004983,2026-03-14,B026,South,Supply Delivery,Medium,Snow,40,202,3545166.85,Completed
MIS004984,2025-06-11,B016,West,Equipment Transport,Low,Rain,49,350,2013787.03,Completed
MIS004985,2026-03-01,B003,East,Medical Support,Medium,Storm,61,348,596628.36,Completed
MIS004986,2025-11-22,B027,West,Surveillance,Critical,Clear,4,32,3281744.59,Completed
MIS004987,2026-03-04,B019,Central,Training Exercise,Medium,Snow,69,356,3563490.07,Delayed
MIS004988,2025-02-14,B005,East,Disaster Relief,Medium,Clear,28,308,1951837.18,Completed
MIS004989,2026-03-22,B021,South,Disaster Relief,Low,Snow,71,192,3816548.4,Completed
MIS004990,2025-07-31,B021,South,Medical Support,High,Fog,13,310,1596083.4,Completed
MIS004991,2025-04-12,B004,East,Equipment Transport,Critical,Fog,69,372,189432.41,Completed
MIS004992,2025-07-17,B006,West,Equipment Transport,Medium,Fog,54,139,2382367.81,Cancelled
MIS004993,2025-10-09,B009,South,Surveillance,High,Snow,21,350,2585868.28,Completed
MIS004994,2025-05-04,B020,East,Disaster Relief,Medium,Rain,52,129,3004157.13,Completed
MIS004995,2025-03-27,B019,Central,Supply Delivery,Medium,Snow,38,296,3727115.14,Completed
MIS004996,2026-04-17,B016,West,Reconnaissance,Medium,Snow,63,295,2601639.32,Completed
MIS004997,2026-07-05,B018,East,Surveillance,Medium,Storm,48,102,382112.42,Completed
MIS004998,2025-03-14,B005,East,Reconnaissance,Critical,Rain,66,144,3177879.93,Completed
MIS004999,2025-07-30,B017,East,Training Exercise,High,Snow,53,387,1394093.57,Completed
MIS005000,2026-12-17,B014,Central,Surveillance,Medium,Rain,61,375,1461501.67,Completed
MIS005001,2026-11-23,B022,Central,Disaster Relief,High,Storm,13,345,2914526.2,Completed
MIS005002,2026-03-27,B023,North,Equipment Transport,Medium,Fog,5,225,1706454.16,Completed
MIS005003,2025-05-02,B029,South,Border Patrol,Medium,Rain,64,280,552775.15,Cancelled
MIS005004,2026-08-14,B009,South,Training Exercise,High,Storm,56,381,2870521.61,Completed
MIS005005,2026-12-14,B014,Central,Equipment Transport,High,Storm,22,149,2793974.05,Completed
MIS005006,2026-08-23,B009,South,Training Exercise,Medium,Storm,39,288,3865460.32,Completed
MIS005007,2025-09-18,B022,Central,Training Exercise,Critical,Fog,54,182,303523.0,Completed
MIS005008,2026-07-01,B014,Central,Equipment Transport,High,Fog,17,180,2765506.01,Completed
MIS005009,2025-12-27,B006,West,Supply Delivery,High,Storm,20,42,344634.81,Delayed
MIS005010,2026-10-22,B026,South,Supply Delivery,Critical,Rain,15,146,3384050.33,Completed
MIS005011,2025-01-11,B022,Central,Training Exercise,High,Fog,29,237,1305753.41,Delayed
MIS005012,2025-02-27,B022,Central,Supply Delivery,High,Snow,70,351,2014903.47,Completed
MIS005013,2025-02-11,B024,East,Medical Support,Low,Rain,18,375,4434169.71,Completed
MIS005014,2026-03-04,B030,East,Border Patrol,Low,Clear,9,372,3636939.99,Completed
MIS005015,2025-05-13,B030,East,Surveillance,Medium,Storm,61,79,917885.15,Delayed
MIS005016,2025-01-09,B013,South,Medical Support,Medium,Snow,23,202,3205188.04,Completed
MIS005017,2025-10-03,B025,West,Reconnaissance,High,Snow,61,356,3104205.81,Completed
MIS005018,2026-05-01,B027,West,Supply Delivery,Medium,Fog,50,290,4505679.72,Completed
MIS005019,2025-08-04,B004,East,Surveillance,High,Fog,14,354,2507627.54,Completed
MIS005020,2026-02-16,B029,South,Medical Support,Low,Storm,32,383,4284764.56,Completed
MIS005021,2025-02-06,B013,South,Reconnaissance,Medium,Fog,38,169,3357124.52,Completed
MIS005022,2026-05-03,B029,South,Border Patrol,High,Fog,9,48,4759575.28,Completed
MIS005023,2026-11-06,B024,East,Medical Support,Medium,Storm,50,296,3678019.06,Completed
MIS005024,2026-06-03,B025,West,Disaster Relief,High,Snow,18,176,1869077.55,Cancelled
MIS005025,2026-12-21,B010,North,Reconnaissance,Low,Snow,58,371,767766.71,Cancelled
MIS005026,2026-04-14,B019,Central,Border Patrol,Medium,Rain,42,93,4668179.85,Completed
MIS005027,2026-03-17,B027,West,Equipment Transport,Low,Snow,64,389,3563112.85,Completed
MIS005028,2025-12-20,B004,East,Surveillance,Critical,Storm,52,293,972513.57,Completed
MIS005029,2026-11-02,B004,East,Equipment Transport,Medium,Fog,26,57,3392860.46,Completed
MIS005030,2026-05-20,B011,Central,Training Exercise,Critical,Rain,70,181,895036.99,Completed
MIS005031,2025-11-16,B015,South,Reconnaissance,High,Storm,35,186,1081476.11,Completed
MIS005032,2026-01-16,B006,West,Surveillance,Critical,Storm,50,400,1487092.76,Completed
MIS005033,2025-04-30,B017,East,Disaster Relief,Critical,Storm,10,398,2186043.69,Delayed
MIS005034,2026-01-22,B014,Central,Medical Support,High,Snow,20,27,4642115.02,Completed
MIS005035,2025-09-16,B001,Central,Reconnaissance,Medium,Snow,46,286,1943167.87,Delayed
MIS005036,2025-09-28,B014,Central,Surveillance,Medium,Rain,68,286,622712.63,Completed
MIS005037,2026-10-01,B001,Central,Border Patrol,High,Clear,49,161,3133899.64,Completed
MIS005038,2026-04-20,B004,East,Border Patrol,Medium,Snow,67,396,3097021.89,Delayed
MIS005039,2026-06-08,B010,North,Training Exercise,High,Clear,38,327,4640807.8,Delayed
MIS005040,2026-02-18,B011,Central,Training Exercise,Medium,Rain,10,321,924550.27,Completed
MIS005041,2025-08-22,B002,North,Reconnaissance,Low,Storm,6,298,1165987.04,Delayed
MIS005042,2026-08-07,B020,East,Training Exercise,Medium,Snow,29,231,354879.15,Completed
MIS005043,2026-02-16,B005,East,Reconnaissance,Medium,Snow,17,107,3308799.02,Completed
MIS005044,2026-08-21,B030,East,Border Patrol,Critical,Clear,4,66,1453530.31,Completed
MIS005045,2025-01-20,B008,East,Equipment Transport,Low,Fog,36,134,4972818.37,Completed
MIS005046,2025-07-08,B005,East,Training Exercise,High,Rain,8,116,1582172.91,Delayed
MIS005047,2025-01-14,B006,West,Equipment Transport,Low,Clear,29,164,4331617.8,Completed
MIS005048,2026-07-23,B015,South,Border Patrol,Low,Snow,13,264,3572139.75,Completed
MIS005049,2026-05-30,B003,East,Reconnaissance,Low,Rain,33,249,4291601.86,Completed
MIS005050,2025-06-14,B001,Central,Supply Delivery,Medium,Rain,41,86,3267190.89,Cancelled
MIS005051,2025-02-02,B023,North,Training Exercise,Low,Fog,39,248,3898991.0,Completed
MIS005052,2025-03-17,B013,South,Equipment Transport,Critical,Rain,12,119,4445197.81,Completed
MIS005053,2026-11-03,B023,North,Training Exercise,High,Fog,32,72,3800844.36,Completed
MIS005054,2026-04-11,B015,South,Equipment Transport,High,Fog,12,315,1638181.67,Completed
MIS005055,2025-08-12,B026,South,Training Exercise,Medium,Fog,54,52,777929.27,Completed
MIS005056,2025-10-12,B018,East,Disaster Relief,Medium,Fog,29,224,4696098.6,Delayed
MIS005057,2026-10-16,B026,South,Equipment Transport,High,Rain,27,348,2989495.27,Completed
MIS005058,2026-05-29,B008,East,Equipment Transport,Medium,Clear,55,99,3273573.56,Completed
MIS005059,2026-08-31,B019,Central,Border Patrol,Low,Storm,56,153,214987.8,Completed
MIS005060,2025-05-19,B014,Central,Training Exercise,Medium,Clear,19,352,1501459.26,Completed
MIS005061,2026-08-27,B001,Central,Border Patrol,High,Snow,69,39,4283115.91,Completed
MIS005062,2026-12-09,B023,North,Supply Delivery,Medium,Rain,69,167,1815300.43,Completed
MIS005063,2026-12-26,B001,Central,Training Exercise,Low,Clear,16,204,3031085.35,Completed
MIS005064,2025-08-17,B030,East,Equipment Transport,Medium,Fog,32,364,419662.15,Completed
MIS005065,2025-07-07,B020,East,Surveillance,Medium,Snow,69,291,2562088.02,Delayed
MIS005066,2026-07-11,B022,Central,Border Patrol,Medium,Snow,63,140,1419877.45,Completed
MIS005067,2025-03-10,B006,West,Disaster Relief,Medium,Rain,60,95,3868265.56,Completed
MIS005068,2025-03-06,B028,West,Training Exercise,High,Fog,21,151,2176418.24,Completed
MIS005069,2025-06-13,B001,Central,Disaster Relief,Low,Clear,64,121,2071901.23,Cancelled
MIS005070,2026-08-09,B015,South,Disaster Relief,Low,Fog,43,287,2276422.55,Completed
MIS005071,2025-04-19,B019,Central,Supply Delivery,Low,Fog,61,166,2593597.16,Delayed
MIS005072,2025-08-23,B027,West,Surveillance,High,Clear,6,284,613061.34,Completed
MIS005073,2026-06-05,B020,East,Reconnaissance,High,Clear,37,386,369238.03,Delayed
MIS005074,2025-05-09,B021,South,Border Patrol,Medium,Rain,37,71,2750274.7,Completed
MIS005075,2025-07-04,B012,South,Training Exercise,High,Storm,20,255,1282093.4,Completed
MIS005076,2026-04-02,B017,East,Surveillance,High,Snow,15,152,1220087.26,Completed
MIS005077,2025-01-29,B016,West,Supply Delivery,Medium,Snow,38,93,805452.02,Completed
MIS005078,2026-08-12,B025,West,Disaster Relief,Medium,Rain,52,148,459531.39,Completed
MIS005079,2026-12-07,B005,East,Supply Delivery,Low,Rain,26,346,4138129.89,Delayed
MIS005080,2025-08-16,B020,East,Surveillance,Low,Fog,14,77,2585828.92,Completed
MIS005081,2025-03-15,B019,Central,Equipment Transport,Medium,Storm,22,196,3121454.24,Delayed
MIS005082,2026-01-25,B004,East,Surveillance,Critical,Clear,5,255,2194561.93,Completed
MIS005083,2025-08-11,B007,Central,Surveillance,Medium,Storm,49,50,3253541.04,Completed
MIS005084,2026-08-11,B019,Central,Medical Support,High,Storm,47,140,2982129.96,Delayed
MIS005085,2025-11-03,B023,North,Equipment Transport,High,Storm,32,311,3521015.62,Completed
MIS005086,2025-02-26,B002,North,Surveillance,Medium,Rain,53,129,4715523.16,Completed
MIS005087,2025-08-20,B026,South,Surveillance,High,Fog,39,209,3390050.75,Completed
MIS005088,2026-10-07,B029,South,Surveillance,Medium,Clear,38,316,955644.74,Completed
MIS005089,2025-01-26,B021,South,Supply Delivery,High,Clear,18,106,4331684.87,Completed
MIS005090,2025-04-08,B016,West,Surveillance,High,Storm,63,296,434422.6,Delayed
MIS005091,2025-11-07,B022,Central,Reconnaissance,Low,Fog,48,98,1755800.46,Completed
MIS005092,2025-10-18,B004,East,Training Exercise,Medium,Rain,54,272,4447890.18,Completed
MIS005093,2025-11-08,B010,North,Training Exercise,Low,Rain,18,58,2440558.9,Completed
MIS005094,2026-02-06,B016,West,Reconnaissance,High,Fog,4,356,755417.33,Completed
MIS005095,2026-01-05,B017,East,Medical Support,Low,Rain,17,98,2868042.03,Completed
MIS005096,2026-08-14,B007,Central,Supply Delivery,High,Clear,47,146,3008916.82,Completed
MIS005097,2025-04-05,B003,East,Border Patrol,High,Rain,19,376,4095988.19,Completed
MIS005098,2025-01-25,B018,East,Supply Delivery,Critical,Rain,61,319,3475056.88,Delayed
MIS005099,2025-10-29,B019,Central,Border Patrol,Medium,Rain,51,183,1975821.47,Completed
MIS005100,2026-10-09,B018,East,Disaster Relief,Medium,Snow,24,41,1858754.15,Completed
MIS005101,2026-02-02,B022,Central,Surveillance,Low,Clear,67,43,741734.82,Completed
MIS005102,2025-09-22,B019,Central,Border Patrol,Medium,Fog,58,180,4677858.33,Completed
MIS005103,2025-10-16,B001,Central,Surveillance,Medium,Clear,27,26,108412.19,Completed
MIS005104,2025-09-13,B025,West,Disaster Relief,High,Rain,37,330,4254330.76,Completed
MIS005105,2026-08-17,B028,West,Surveillance,Low,Snow,47,400,2276985.68,Delayed
MIS005106,2025-05-12,B014,Central,Equipment Transport,Low,Storm,50,163,1505589.4,Completed
MIS005107,2025-08-31,B016,West,Medical Support,Medium,Rain,57,57,1825742.24,Completed
MIS005108,2026-05-10,B006,West,Disaster Relief,High,Snow,40,248,223969.6,Completed
MIS005109,2025-06-10,B007,Central,Reconnaissance,Medium,Fog,67,292,893779.75,Completed
MIS005110,2025-04-29,B015,South,Medical Support,High,Snow,52,352,1347561.33,Completed
MIS005111,2025-03-20,B010,North,Training Exercise,Critical,Rain,10,370,1380536.18,Completed
MIS005112,2026-11-10,B004,East,Disaster Relief,Medium,Storm,53,375,3757428.04,Delayed
MIS005113,2025-11-28,B020,East,Equipment Transport,Critical,Fog,5,288,1383835.4,Completed
MIS005114,2026-07-29,B016,West,Disaster Relief,Medium,Snow,9,137,2824284.12,Completed
MIS005115,2026-03-23,B008,East,Disaster Relief,High,Storm,55,31,4424253.1,Delayed
MIS005116,2026-06-21,B025,West,Training Exercise,Medium,Snow,57,368,1029009.15,Completed
MIS005117,2026-03-02,B014,Central,Border Patrol,Low,Fog,30,57,4412235.38,Completed
MIS005118,2026-05-19,B001,Central,Training Exercise,High,Fog,70,148,773458.29,Completed
MIS005119,2026-11-21,B008,East,Surveillance,High,Clear,14,117,3824540.59,Completed
MIS005120,2026-07-16,B002,North,Disaster Relief,High,Storm,63,254,2263511.82,Delayed
MIS005121,2026-10-04,B017,East,Medical Support,Medium,Fog,24,106,1479072.29,Delayed
MIS005122,2025-03-12,B026,South,Equipment Transport,High,Snow,32,26,3272905.4,Completed
MIS005123,2025-10-06,B011,Central,Border Patrol,Low,Storm,4,292,1078809.01,Completed
MIS005124,2025-03-08,B002,North,Surveillance,High,Clear,4,52,3123735.14,Completed
MIS005125,2026-12-23,B004,East,Supply Delivery,Critical,Clear,48,244,2042910.82,Completed
MIS005126,2025-09-15,B009,South,Medical Support,Critical,Rain,44,273,2461898.94,Completed
MIS005127,2026-09-01,B019,Central,Surveillance,Medium,Rain,32,138,3186705.61,Delayed
MIS005128,2026-12-25,B014,Central,Supply Delivery,High,Fog,36,291,3486844.12,Completed
MIS005129,2026-12-20,B010,North,Border Patrol,High,Storm,71,269,2863885.24,Completed
MIS005130,2025-06-26,B001,Central,Reconnaissance,Medium,Snow,49,94,3692860.36,Delayed
MIS005131,2026-08-09,B027,West,Equipment Transport,Medium,Storm,27,344,769795.85,Cancelled
MIS005132,2025-10-10,B024,East,Training Exercise,High,Rain,33,201,422117.15,Completed
MIS005133,2026-01-04,B004,East,Training Exercise,High,Rain,57,65,4764148.69,Completed
MIS005134,2026-07-04,B018,East,Training Exercise,Low,Rain,7,53,3861094.18,Completed
MIS005135,2025-07-13,B021,South,Surveillance,High,Storm,46,195,2709565.06,Delayed
MIS005136,2026-12-12,B023,North,Equipment Transport,Medium,Fog,59,161,4591025.43,Completed
MIS005137,2025-12-14,B017,East,Disaster Relief,Critical,Storm,33,351,3483031.97,Completed
MIS005138,2026-10-19,B024,East,Training Exercise,High,Rain,62,182,1576728.97,Completed
MIS005139,2026-09-25,B024,East,Reconnaissance,Low,Snow,20,205,4428892.93,Completed
MIS005140,2025-03-29,B024,East,Equipment Transport,Low,Fog,51,334,1399185.43,Completed
MIS005141,2026-08-23,B018,East,Medical Support,Medium,Fog,51,261,1491690.06,Completed
MIS005142,2026-08-03,B008,East,Equipment Transport,Medium,Fog,37,392,4907410.21,Completed
MIS005143,2025-04-02,B021,South,Medical Support,Medium,Clear,69,399,979030.07,Completed
MIS005144,2026-04-18,B002,North,Equipment Transport,Medium,Fog,19,38,910936.96,Completed
MIS005145,2025-09-04,B021,South,Surveillance,Low,Rain,7,63,908850.03,Delayed
MIS005146,2025-08-27,B023,North,Border Patrol,Critical,Snow,33,242,622999.46,Completed
MIS005147,2026-05-27,B002,North,Training Exercise,Critical,Clear,21,134,2778158.27,Completed
MIS005148,2026-12-21,B029,South,Surveillance,Low,Fog,72,194,1673961.39,Completed
MIS005149,2026-09-24,B023,North,Supply Delivery,High,Storm,54,222,2041887.44,Completed
MIS005150,2026-07-13,B026,South,Reconnaissance,Medium,Fog,34,373,4625252.84,Completed
MIS005151,2026-04-11,B020,East,Border Patrol,Medium,Rain,21,232,546353.0,Completed
MIS005152,2026-10-08,B010,North,Medical Support,Low,Rain,18,69,107327.0,Cancelled
MIS005153,2025-09-07,B008,East,Equipment Transport,High,Clear,46,82,3812386.89,Completed
MIS005154,2025-11-02,B029,South,Medical Support,Low,Fog,12,399,2947292.01,Completed
MIS005155,2025-07-23,B029,South,Training Exercise,Medium,Storm,31,301,4874662.47,Completed
